symbol,side,price,shares,timestamp,entry_branch,pnl,holding_bars,forced_close
LLY,SELL,1045.38,0.9492529379378429,2026-01-27 19:30:00+00:00,,-7.689963738537585,8.0,
LLY,BUY,1041.29,0.9603472615697837,2026-01-27 19:45:00+00:00,,,,
QCOM,BUY,152.18,6.571165724799579,2026-01-28 14:45:00+00:00,,,,
ABBV,BUY,221.38000000000002,4.517119884361731,2026-01-28 14:45:00+00:00,,,,
HON,BUY,220.085,4.543699025376559,2026-01-28 14:45:00+00:00,,,,
BAC,BUY,51.955,19.2474256568184,2026-01-28 14:45:00+00:00,,,,
JPM,BUY,298.61,3.3488496701383075,2026-01-28 14:45:00+00:00,,,,
MSFT,BUY,480.15000000000003,2.082682495053629,2026-01-28 14:45:00+00:00,,,,
BAC,SELL,51.910000000000004,19.2474256568184,2026-01-28 15:00:00+00:00,,-0.8861341545567711,2.0,
JPM,SELL,299.67,3.3488496701383075,2026-01-28 15:00:00+00:00,,3.529780650346652,2.0,
LLY,SELL,1013.35,0.9603472615697837,2026-01-28 15:00:00+00:00,,-26.852102488259675,8.0,
QCOM,SELL,152.155,6.571165724799579,2026-01-28 15:00:00+00:00,,-0.18427914311996574,2.0,
ABBV,SELL,221.32,4.517119884361731,2026-01-28 15:15:00+00:00,,-0.29102719306183644,3.0,
HON,SELL,218.875,4.543699025376559,2026-01-28 15:15:00+00:00,,-5.517875820705626,3.0,
MSFT,SELL,480.94,2.082682495053629,2026-01-28 15:30:00+00:00,,1.6253191710923147,4.0,
GOOGL,BUY,333.57,2.9978715112270287,2026-01-28 15:45:00+00:00,,,,
C,BUY,114.23,8.754267705506434,2026-01-28 16:45:00+00:00,,,,
GOOGL,SELL,334.95,2.9978715112270287,2026-01-28 19:30:00+00:00,,4.117062685493238,16.0,
HON,BUY,218.94500000000002,4.56735709881477,2026-01-28 19:45:00+00:00,,,,
C,SELL,113.12,8.754267705506434,2026-01-28 20:00:00+00:00,,-9.737237153112119,14.0,
C,BUY,113.34,8.823010411152286,2026-01-28 20:15:00+00:00,,,,
HON,SELL,216.51999999999998,4.56735709881477,2026-01-28 20:30:00+00:00,,-11.095840964626063,4.0,
C,SELL,114.99000000000001,8.823010411152286,2026-01-29 14:45:00+00:00,,14.537967178401459,5.0,
QCOM,BUY,152.095,6.57483809461192,2026-01-29 14:45:00+00:00,,,,
AMD,BUY,252.89000000000001,3.9542884257977775,2026-01-29 15:00:00+00:00,,,,
AMD,SELL,248.35999999999999,3.9542884257977775,2026-01-29 15:15:00+00:00,,-17.93292656886399,2.0,
QCOM,SELL,150.72,6.57483809461192,2026-01-29 15:15:00+00:00,,-9.060402380091432,3.0,
AMD,BUY,248.34,4.026737537247322,2026-01-29 15:30:00+00:00,,,,
AMD,SELL,242.73999999999998,4.026737537247322,2026-01-29 16:00:00+00:00,,-22.569730208585156,3.0,
AMD,BUY,245.05,4.080799836768007,2026-01-29 16:45:00+00:00,,,,
LLY,BUY,1023.06,0.9774597775301547,2026-01-29 18:00:00+00:00,,,,
LLY,SELL,1028.53,0.9774597775301547,2026-01-29 19:45:00+00:00,,5.32670498308994,8.0,
AMD,SELL,250.405,4.080799836768007,2026-01-29 20:45:00+00:00,,21.8326831258928,17.0,
TSLA,BUY,416.72,2.3996928393165673,2026-01-29 20:45:00+00:00,,,,
TSLA,SELL,424.11,2.3996928393165673,2026-01-30 14:45:00+00:00,,17.713730082549432,3.0,
ABBV,BUY,220.28500000000003,4.539573734026375,2026-01-30 14:45:00+00:00,,,,
HD,BUY,370.63,2.6981086258532767,2026-01-30 14:45:00+00:00,,,,
ABBV,SELL,220.85,4.539573734026375,2026-01-30 15:00:00+00:00,,2.544859159724865,2.0,
HD,SELL,371.03,2.6981086258532767,2026-01-30 15:15:00+00:00,,1.0592434503412278,3.0,
WFC,BUY,89.83,11.13213848380274,2026-01-30 17:15:00+00:00,,,,
C,BUY,114.845,8.70738821890374,2026-01-30 17:15:00+00:00,,,,
HON,BUY,226.19,4.421061939077767,2026-01-30 18:15:00+00:00,,,,
C,SELL,115.57000000000001,8.70738821890374,2026-01-30 19:15:00+00:00,,6.292856458705273,9.0,
WFC,SELL,90.37,11.13213848380274,2026-01-30 19:45:00+00:00,,5.991354781253676,11.0,
MSFT,BUY,427.46000000000004,2.3394001777944133,2026-01-30 20:15:00+00:00,,,,
HON,SELL,227.61999999999998,4.421061939077767,2026-02-02 14:45:00+00:00,,6.302118572881113,13.0,
GOOGL,BUY,336.985,2.9674911346202353,2026-02-02 14:45:00+00:00,,,,
C,BUY,115.21,8.67980210051211,2026-02-02 14:45:00+00:00,,,,
C,SELL,115.595,8.67980210051211,2026-02-02 15:00:00+00:00,,3.321723808697243,2.0,
GOOGL,SELL,341.465,2.9674911346202353,2026-02-02 15:00:00+00:00,,13.274360283098531,2.0,
MSFT,SELL,429.82,2.3394001777944133,2026-02-02 15:00:00+00:00,,5.500984419594715,6.0,
MSFT,BUY,424.75,2.3543260741612713,2026-02-02 17:00:00+00:00,,,,
ABBV,BUY,224.615,4.452062417915099,2026-02-02 18:15:00+00:00,,,,
LLY,BUY,1043.78,0.958056295387917,2026-02-02 19:30:00+00:00,,,,
ABBV,SELL,227.16,4.452062417915099,2026-02-03 14:45:00+00:00,,11.3104988535938,13.0,
AMD,BUY,246.27,4.060583911966541,2026-02-03 14:45:00+00:00,,,,
TSLA,BUY,422.58,2.3664158265890483,2026-02-03 14:45:00+00:00,,,,
LLY,SELL,1047.26,0.958056295387917,2026-02-03 15:00:00+00:00,,3.3140359079500286,9.0,
MSFT,SELL,415.33,2.3543260741612713,2026-02-03 15:00:00+00:00,,-22.197751618599227,19.0,
TSLA,SELL,423.03,2.3664158265890483,2026-02-03 15:30:00+00:00,,1.0448871219650755,4.0,
AMD,SELL,245.61999999999998,4.060583911966541,2026-02-03 16:00:00+00:00,,-2.6593795427783107,6.0,
C,BUY,117.02,8.545547769612032,2026-02-03 17:15:00+00:00,,,,
AMD,BUY,240.60500000000002,4.156189605369796,2026-02-03 17:45:00+00:00,,,,
C,SELL,115.45,8.545547769612032,2026-02-03 18:00:00+00:00,,-13.43650999829083,4.0,
TSLA,BUY,417.8,2.3934897079942554,2026-02-03 18:00:00+00:00,,,,
C,BUY,115.95,8.624407072013799,2026-02-03 18:15:00+00:00,,,,
GOOGL,BUY,338.97,2.9501135793728057,2026-02-03 18:45:00+00:00,,,,
JPM,BUY,310.7,3.21853878339234,2026-02-03 19:30:00+00:00,,,,
HON,BUY,229.35500000000002,4.36005319264895,2026-02-03 20:15:00+00:00,,,,
AMD,SELL,243.07,4.156189605369796,2026-02-03 20:30:00+00:00,,10.225007377236352,12.0,
C,SELL,117.08,8.624407072013799,2026-02-03 20:30:00+00:00,,9.725579991375639,10.0,
JPM,SELL,313.75,3.21853878339234,2026-02-03 20:30:00+00:00,,9.796543289346687,5.0,
HD,BUY,380.58500000000004,2.6275339280318453,2026-02-03 20:30:00+00:00,,,,
HON,SELL,233.45,4.36005319264895,2026-02-04 14:30:00+00:00,,17.834417823897297,4.0,
TSLA,SELL,420.40999999999997,2.3934897079942554,2026-02-04 14:30:00+00:00,,6.227008137864914,13.0,
GOOGL,SELL,341.375,2.9501135793728057,2026-02-04 14:45:00+00:00,,7.075023158391559,11.0,
HD,SELL,387.25,2.6275339280318453,2026-02-04 14:45:00+00:00,,17.49251363033204,4.0,
HON,BUY,233.94,4.274600324869625,2026-02-04 19:30:00+00:00,,,,
C,BUY,117.86,8.484642796538266,2026-02-04 20:00:00+00:00,,,,
HON,SELL,234.39,4.274600324869625,2026-02-05 14:30:00+00:00,,1.9035701461913277,7.0,
C,SELL,115.49000000000001,8.484642796538266,2026-02-05 15:00:00+00:00,,-20.12860342779561,7.0,
ABBV,BUY,220.48000000000002,4.535558780841799,2026-02-09 14:45:00+00:00,,,,
HD,BUY,382.64,2.613422538155969,2026-02-09 14:45:00+00:00,,,,
BAC,BUY,56.529999999999994,17.689722271360342,2026-02-09 14:45:00+00:00,,,,
QCOM,BUY,137.75,7.259528130671506,2026-02-09 14:45:00+00:00,,,,
BAC,SELL,56.45,17.689722271360342,2026-02-09 15:00:00+00:00,,-1.435177781708603,2.0,
QCOM,SELL,138.23999999999998,7.259528130671506,2026-02-09 15:15:00+00:00,,3.537168784028836,3.0,
ABBV,SELL,221.06,4.535558780841799,2026-02-09 15:30:00+00:00,,2.6106240928882016,4.0,
HD,SELL,379.63,2.613422538155969,2026-02-09 15:30:00+00:00,,-7.886401839849441,4.0,
LLY,BUY,1052.09,0.9504890266041879,2026-02-09 17:30:00+00:00,,,,
JPM,BUY,322.49,3.1008713448479024,2026-02-09 20:00:00+00:00,,,,
JPM,SELL,325.08,3.1008713448479024,2026-02-10 14:45:00+00:00,,8.011256783156114,6.0,
GOOGL,BUY,315.16,3.1729914963827897,2026-02-10 14:45:00+00:00,,,,
C,BUY,124.11,8.057368463459834,2026-02-10 14:45:00+00:00,,,,
QCOM,BUY,138.99,7.194762213108857,2026-02-10 14:45:00+00:00,,,,
COP,BUY,108.085,9.251977610214183,2026-02-10 14:45:00+00:00,,,,
BAC,BUY,56.51,17.69598301185631,2026-02-10 14:45:00+00:00,,,,
BAC,SELL,56.515,17.69598301185631,2026-02-10 15:00:00+00:00,,0.06847991505935624,2.0,
GOOGL,SELL,317.125,3.1729914963827897,2026-02-10 15:00:00+00:00,,6.2149282903922085,2.0,
LLY,SELL,1037.25,0.9504890266041879,2026-02-10 15:00:00+00:00,,-14.12525715480615,17.0,
QCOM,SELL,139.23999999999998,7.194762213108857,2026-02-10 15:00:00+00:00,,1.7786905532771016,2.0,
COP,SELL,107.63000000000001,9.251977610214183,2026-02-10 16:00:00+00:00,,-4.229649812647381,6.0,
C,SELL,122.2,8.057368463459834,2026-02-10 16:15:00+00:00,,-15.409573765208165,7.0,
BAC,BUY,56.22,17.787264318747777,2026-02-10 16:15:00+00:00,,,,
JPM,BUY,322.57,3.1001023033760116,2026-02-10 16:15:00+00:00,,,,
LLY,BUY,1031.59,0.9693773689159454,2026-02-10 17:15:00+00:00,,,,
BAC,SELL,55.71,17.787264318747777,2026-02-10 17:30:00+00:00,,-9.091504802561303,6.0,
BAC,BUY,55.709999999999994,17.950098725542993,2026-02-10 17:45:00+00:00,,,,
BAC,SELL,55.06,17.950098725542993,2026-02-10 18:15:00+00:00,,-11.68756417160273,3.0,
JPM,SELL,319.46,3.1001023033760116,2026-02-10 18:15:00+00:00,,-9.661318163499345,9.0,
LLY,SELL,1025.2,0.9693773689159454,2026-02-11 14:30:00+00:00,,-6.214321387372706,16.0,
ABBV,BUY,220.47,4.535764503106999,2026-02-11 14:45:00+00:00,,,,
MSFT,BUY,408.84000000000003,2.4459446238137166,2026-02-11 14:45:00+00:00,,,,
HD,BUY,386.58,2.5867866935692483,2026-02-11 14:45:00+00:00,,,,
LLY,BUY,1026.55,0.9741366713749939,2026-02-11 14:45:00+00:00,,,,
GOOGL,BUY,317.96000000000004,3.14504969178513,2026-02-11 14:45:00+00:00,,,,
HON,BUY,243.08,4.113871976304098,2026-02-11 14:45:00+00:00,,,,
ABBV,SELL,220.73999999999998,4.535764503106999,2026-02-11 15:00:00+00:00,,1.2046564158389401,2.0,
HD,SELL,388.28999999999996,2.5867866935692483,2026-02-11 15:00:00+00:00,,4.403405246003331,2.0,
GOOGL,SELL,314.24,3.14504969178513,2026-02-11 15:15:00+00:00,,-11.719584853440779,3.0,
HON,SELL,240.64499999999998,4.113871976304098,2026-02-11 15:15:00+00:00,,-10.037278262300447,3.0,
AMD,BUY,212.58,4.7041113933577945,2026-02-11 15:15:00+00:00,,,,
LLY,SELL,1026.16,0.9741366713749939,2026-02-11 15:30:00+00:00,,-0.39991330183613627,4.0,
MSFT,SELL,403.59999999999997,2.4459446238137166,2026-02-11 15:30:00+00:00,,-12.836749828784036,4.0,
AMD,SELL,214.26,4.7041113933577945,2026-02-11 16:00:00+00:00,,7.8829071408409845,4.0,
AMD,BUY,210.61,4.74811262523147,2026-02-11 17:15:00+00:00,,,,
ABBV,BUY,220.065,4.544111966918865,2026-02-11 19:15:00+00:00,,,,
AMD,SELL,213.51999999999998,4.74811262523147,2026-02-11 19:30:00+00:00,,13.797007739423407,10.0,
C,BUY,117.95,8.47816871555744,2026-02-11 20:15:00+00:00,,,,
ABBV,SELL,221.95,4.544111966918865,2026-02-12 14:30:00+00:00,,8.54565105764209,8.0,
C,SELL,118.14,8.47816871555744,2026-02-12 14:45:00+00:00,,1.5908520559559065,5.0,
QCOM,BUY,139.04500000000002,7.191916286094429,2026-02-12 14:45:00+00:00,,,,
XOM,BUY,154.16000000000003,6.486766995329527,2026-02-12 14:45:00+00:00,,,,
MSFT,BUY,401.48,2.490784098834313,2026-02-12 14:45:00+00:00,,,,
LLY,BUY,1015.06,0.9851634386144662,2026-02-12 14:45:00+00:00,,,,
LLY,SELL,1018.82,0.9851634386144662,2026-02-12 15:00:00+00:00,,3.6842145291905126,2.0,
XOM,SELL,154.51,6.486766995329527,2026-02-12 15:00:00+00:00,,2.250368448365066,2.0,
MSFT,SELL,402.07,2.490784098834313,2026-02-12 15:15:00+00:00,,1.449562618312143,3.0,
QCOM,SELL,140.14,7.191916286094429,2026-02-12 15:15:00+00:00,,7.855148333273178,3.0,
AMD,BUY,210.33,4.754433509247373,2026-02-12 16:00:00+00:00,,,,
TSLA,BUY,425.24,2.3516132066597684,2026-02-12 16:00:00+00:00,,,,
HON,BUY,242.41000000000003,4.125242357988531,2026-02-12 16:15:00+00:00,,,,
AMD,SELL,206.36999999999998,4.754433509247373,2026-02-12 16:30:00+00:00,,-18.84755669661979,3.0,
TSLA,SELL,419.275,2.3516132066597684,2026-02-12 16:30:00+00:00,,-14.047372777725627,3.0,
HON,SELL,240.38,4.125242357988531,2026-02-12 16:45:00+00:00,,-8.394241986716793,3.0,
AMD,BUY,208.25,4.801920768307323,2026-02-12 16:45:00+00:00,,,,
TSLA,BUY,420.18,2.3799324099195585,2026-02-12 16:45:00+00:00,,,,
HON,BUY,239.89000000000001,4.168577264579599,2026-02-12 17:00:00+00:00,,,,
TSLA,SELL,414.52,2.3799324099195585,2026-02-12 19:15:00+00:00,,-13.49041744014471,11.0,
TSLA,BUY,414.71000000000004,2.4113235755105977,2026-02-12 19:30:00+00:00,,,,
HD,BUY,390.7,2.5595085743537243,2026-02-12 19:45:00+00:00,,,,
GOOGL,BUY,308.22,3.244435792615664,2026-02-12 20:30:00+00:00,,,,
AMD,SELL,207.76999999999998,4.801920768307323,2026-02-13 14:45:00+00:00,,-2.324921968787635,19.0,
MSFT,BUY,403.31,2.4794822840990802,2026-02-13 14:45:00+00:00,,,,
GOOGL,SELL,306.14,3.244435792615664,2026-02-13 15:00:00+00:00,,-6.768426448640639,5.0,
HON,SELL,241.0,4.168577264579599,2026-02-13 15:00:00+00:00,,4.607120763683383,19.0,
HD,SELL,388.97499999999997,2.5595085743537243,2026-02-13 15:15:00+00:00,,-4.435152290760129,9.0,
TSLA,SELL,414.45,2.4113235755105977,2026-02-13 15:15:00+00:00,,-0.6469441296327432,10.0,
MSFT,SELL,403.53999999999996,2.4794822840990802,2026-02-13 15:30:00+00:00,,0.550280925342804,4.0,
AMD,BUY,201.94,4.951965930474398,2026-02-17 14:45:00+00:00,,,,
TSLA,BUY,409.5,2.442002442002442,2026-02-17 14:45:00+00:00,,,,
GOOGL,BUY,301.195,3.3201082355284783,2026-02-17 14:45:00+00:00,,,,
COP,BUY,109.71,9.114939385653086,2026-02-17 14:45:00+00:00,,,,
MSFT,BUY,397.675,2.514616206701452,2026-02-17 14:45:00+00:00,,,,
XOM,BUY,146.92000000000002,6.806425265450585,2026-02-17 14:45:00+00:00,,,,
HON,BUY,241.49,4.140958217731583,2026-02-17 14:45:00+00:00,,,,
AMD,SELL,196.1,4.951965930474398,2026-02-17 15:00:00+00:00,,-28.939481033970537,2.0,
COP,SELL,108.145,9.114939385653086,2026-02-17 15:00:00+00:00,,-14.28488013854701,2.0,
GOOGL,SELL,297.44,3.3201082355284783,2026-02-17 15:00:00+00:00,,-12.487006424409401,2.0,
HON,SELL,241.11999999999998,4.140958217731583,2026-02-17 15:00:00+00:00,,-1.5521545405606503,2.0,
TSLA,SELL,402.72499999999997,2.442002442002442,2026-02-17 15:00:00+00:00,,-16.56456654456656,2.0,
MSFT,SELL,396.935,2.514616206701452,2026-02-17 15:30:00+00:00,,-1.8808159929590147,4.0,
XOM,SELL,146.29999999999998,6.806425265450585,2026-02-17 16:15:00+00:00,,-4.23998366457954,7.0,
LLY,BUY,1044.3799999999999,0.9575058886612153,2026-02-17 16:45:00+00:00,,,,
BAC,BUY,52.714999999999996,18.96993265673907,2026-02-17 17:45:00+00:00,,,,
LLY,SELL,1033.56,0.9575058886612153,2026-02-18 14:30:00+00:00,,-10.380213715314312,18.0,
BAC,SELL,53.46,18.96993265673907,2026-02-18 14:45:00+00:00,,14.112599829270607,15.0,
AMD,BUY,196.78,5.081817257851408,2026-02-18 14:45:00+00:00,,,,
LLY,BUY,1018.3,0.9820288716488266,2026-02-18 14:45:00+00:00,,,,
ABBV,BUY,230.31,4.341973861317355,2026-02-18 14:45:00+00:00,,,,
HON,BUY,242.24,4.128137384412153,2026-02-18 14:45:00+00:00,,,,
AMD,SELL,198.16,5.081817257851408,2026-02-18 15:00:00+00:00,,6.992907815834997,2.0,
ABBV,SELL,227.42,4.341973861317355,2026-02-18 15:30:00+00:00,,-12.568304459207297,4.0,
LLY,SELL,1020.8000000000001,0.9820288716488266,2026-02-18 15:45:00+00:00,,2.435072179122244,5.0,
HON,SELL,240.17999999999998,4.128137384412153,2026-02-18 16:45:00+00:00,,-8.523963011889123,9.0,
BAC,BUY,52.47,19.058509624547362,2026-02-19 14:45:00+00:00,,,,
TSLA,BUY,406.14,2.4622051509331757,2026-02-19 14:45:00+00:00,,,,
WFC,BUY,87.50999999999999,11.42726545537653,2026-02-19 14:45:00+00:00,,,,
C,BUY,114.94,8.700191404210893,2026-02-19 14:45:00+00:00,,,,
QCOM,BUY,141.83,7.0506944934076,2026-02-19 14:45:00+00:00,,,,
JPM,BUY,307.58500000000004,3.251133832924232,2026-02-19 14:45:00+00:00,,,,
GOOGL,BUY,301.46500000000003,3.317134659081485,2026-02-19 14:45:00+00:00,,,,
ABBV,BUY,226.735,4.410435089421571,2026-02-19 14:45:00+00:00,,,,
LLY,BUY,1011.6899999999999,0.9884450770492939,2026-02-19 14:45:00+00:00,,,,
