horizon_bars,sample_count,avg_gross_return_pct,median_gross_return_pct,gross_win_rate_pct,avg_net_expectancy_pct,median_net_return_pct,net_win_rate_pct,net_profit_factor
1,6663,0.006588544677275358,0.008711560240431139,51.208164490469755,-0.05302142241605168,-0.05034492624930635,41.10760918505178,0.5994596486240613
2,6660,0.016655382145138047,0.008960812107940584,50.7957957957958,-0.042958878657568436,-0.05165138765141251,43.58858858858859,0.7699710768990192
4,6654,0.04160476461128304,0.010301557311282577,50.69131349564172,-0.018017678657284576,-0.049555692152654277,45.85211902614969,0.9321395762752503
