score_mode,window_idx,test_start,test_end,bucket,horizon_bars,observation_count,mean_return_pct,median_return_pct,std_return_pct,hit_rate_pct
trend_consistency_20_x_slope_20,1,2026-03-16,2026-04-13,top_minus_bottom,5,514,0.06538014530105801,0.05309542704890036,0.6311773250190006,54.6692607003891
trend_consistency_20_x_slope_20,1,2026-03-16,2026-04-13,top_minus_bottom,10,509,0.13363187210921257,0.14529259933269145,0.8833560418535266,58.349705304518665
trend_consistency_20_x_slope_20,1,2026-03-16,2026-04-13,top_minus_bottom,20,499,0.20771598893265744,0.34367099070830465,1.280804259479168,61.12224448897795
