symbol,strategy_mode,signal_ts,entry_ts,signal_hour,time_bucket,month,date,action,reason,hybrid_branch_active,hybrid_regime_branch,mr_signal,price,sma,trend_sma,trend_sma_slope,atr_pct,atr_percentile,volatility_regime,adx,trend_proxy,bullish_regime,priority,entry_open,entry_fill,fwd_1b_gross_pct,fwd_1b_net_pct,fwd_2b_gross_pct,fwd_2b_net_pct,fwd_4b_gross_pct,fwd_4b_net_pct,fwd_8b_gross_pct,fwd_8b_net_pct
AMD,momentum_breakout,2026-03-10 09:30:00-04:00,2026-03-10 09:45:00-04:00,09:00,open_30m,2026-03,2026-03-10,BUY,momentum_breakout_entry,,,,206.415,197.994,196.7473,0.42919999999998026,0.00792453205676578,75.05070993914808,high_vol,26.28549695833152,trend,bullish,0.0,206.415,206.465,-1.0537024925514051,-1.1038816748601448,-1.620521764406656,-1.670563679073939,-1.1699731124191517,-1.2201241372629739,-0.9132088268778873,-0.9634220327900607
AMD,momentum_breakout,2026-03-11 09:30:00-04:00,2026-03-11 09:45:00-04:00,09:00,open_30m,2026-03,2026-03-11,BUY,momentum_breakout_entry,,,,207.79,204.59275,200.99580000000003,1.2908000000000186,0.007235193305051661,54.969574036511155,mid_vol,25.80173218195076,trend,bullish,0.0,207.76,207.81,-0.23103581055063044,-0.2811011019681473,-0.03369272237196437,-0.08380549540445373,-0.5968425105891321,-0.6468197873057079,-1.1166730843280677,-1.1665252875222565
AMD,momentum_breakout,2026-03-23 09:30:00-04:00,2026-03-23 09:45:00-04:00,09:00,open_30m,2026-03,2026-03-23,BUY,momentum_breakout_entry,,,,206.525,200.82425,201.1047,0.35429999999999495,0.007610456656742441,80.36437246963563,high_vol,23.778315436521876,mixed,bullish,0.0,206.51,206.56,0.823204687424346,0.7725933384972904,0.13074427388504684,0.08030054221533191,-0.12105951285652027,-0.17144229279629145,-0.5859280422255482,-0.6361982958946555
AMD,momentum_breakout,2026-03-25 09:30:00-04:00,2026-03-25 09:45:00-04:00,09:00,open_30m,2026-03,2026-03-25,BUY,momentum_breakout_entry,,,,216.45,204.49675,204.22799999999998,0.3294999999999959,0.009580883167497303,100.0,high_vol,20.464213146291836,mixed,bullish,0.0,216.43,216.48000000000002,-0.46204315483066116,-0.5101300813008152,1.1435568082058838,1.095099039172203,1.1597283186249554,1.1112668144863165,0.6422399852146128,0.593898004434584
AMD,momentum_breakout,2026-03-25 10:00:00-04:00,2026-03-25 10:15:00-04:00,10:00,open_30m,2026-03,2026-03-25,BUY,momentum_breakout_entry,,,,218.905,205.76950000000002,204.64790000000002,0.5374000000000194,0.010069114533217273,100.0,high_vol,27.374289868922858,trend,bullish,0.0,219.01,219.06,0.10730103648235864,0.059626951520124295,-0.03196201086708058,-0.07960430932165537,-0.12328204191588595,-0.17090349675887637,-0.8492762887539314,-0.8967320368848732
AMD,momentum_breakout,2026-03-25 10:15:00-04:00,2026-03-25 10:30:00-04:00,10:00,open_30m,2026-03,2026-03-25,BUY,momentum_breakout_entry,,,,219.245,206.55974999999998,204.8946,0.8039999999999736,0.00990878883689188,99.79879275653923,high_vol,30.659316373215486,trend,bullish,0.0,219.43,219.48000000000002,-0.22330583785262229,-0.2708172043010904,-0.052408512965414523,-0.09995881173684894,0.0683589299548857,0.020781119008552198,-0.5696577496240258,-0.6170902132312903
AMD,momentum_breakout,2026-03-25 13:30:00-04:00,2026-03-25 13:45:00-04:00,13:00,afternoon,2026-03,2026-03-25,BUY,momentum_breakout_entry,,,,220.26,216.42975,208.6113,1.466399999999993,0.007379873494478048,88.62745098039215,high_vol,48.05220302544434,trend,bullish,0.0,220.195,220.245,-0.09309929834918326,-0.14048214488410624,0.17938645291673755,0.13194174669118866,0.3519607620518203,0.30447687802220574,-0.26113217829650476,-0.30847687802220203
AMD,momentum_breakout,2026-03-25 14:15:00-04:00,2026-03-25 14:30:00-04:00,14:00,afternoon,2026-03,2026-03-25,BUY,momentum_breakout_entry,,,,221.025,218.6745,209.54240000000001,1.5178999999999974,0.006707301269889424,71.53996101364523,high_vol,50.3759453818491,trend,bullish,0.0,221.085,221.13500000000002,-0.052016192867000974,-0.09922567662288201,-0.34602076124568143,-0.39316376873856596,-0.31888187801072554,-0.36603102177404023,-2.6867494402605323,-2.73336319442875
AMD,momentum_breakout,2026-04-01 10:45:00-04:00,2026-04-01 11:00:00-04:00,10:00,morning,2026-04,2026-04-01,BUY,momentum_breakout_entry,,,,211.94,204.79649999999998,200.4682,0.9584999999999866,0.008520774321288671,94.2,high_vol,37.86735056238205,trend,bullish,0.0,211.94,211.99,0.054260639803722324,0.005075805462513472,-0.0519014815513755,-0.1010612764753091,0.5992261960932388,0.5499128260766952,0.5142964990091551,0.4650031605264303
AMD,momentum_breakout,2026-04-02 11:00:00-04:00,2026-04-02 11:15:00-04:00,11:00,morning,2026-04,2026-04-02,BUY,momentum_breakout_entry,,,,214.13,210.5105,207.7689,1.21520000000001,0.010865630367598432,100.0,high_vol,27.227629347758903,trend,bullish,0.0,214.145,214.19500000000002,0.11207359499403706,0.06336100282451299,0.10039926218216788,0.05168939517728859,-0.2498307221742261,-0.2984588342398297,0.04436246468514271,-0.00433432152944988
AMD,momentum_breakout,2026-04-06 09:30:00-04:00,2026-04-06 09:45:00-04:00,09:00,open_30m,2026-04,2026-04-06,BUY,momentum_breakout_entry,,,,224.81,215.594,212.8865,1.1838000000000193,0.007620066889823021,85.25252525252525,high_vol,21.455423161253087,mixed,bullish,0.0,225.27,225.32000000000002,-1.0742664358325635,-1.1204093733357239,-1.5226173036800315,-1.568660749156777,-2.090824344120392,-2.136741700692369,-2.361610511830258,-2.40746777915856
AMD,momentum_breakout,2026-04-09 09:30:00-04:00,2026-04-09 09:45:00-04:00,09:00,open_30m,2026-04,2026-04-09,BUY,momentum_breakout_entry,,,,235.31,231.95850000000002,225.37290000000002,1.3428000000000395,0.006361947698824535,65.45454545454545,mid_vol,37.79520355936676,trend,bullish,0.0,235.325,235.375,-0.7457771167534242,-0.7901040892193351,-0.8817592690959263,-0.9260573552841265,-0.7160310209285041,-0.7603643122676658,0.02549665356422066,-0.018994158258101378
AMD,momentum_breakout,2026-04-10 09:30:00-04:00,2026-04-10 09:45:00-04:00,09:00,open_30m,2026-04,2026-04-10,BUY,momentum_breakout_entry,,,,245.74,235.81125000000003,233.52540000000002,1.2842000000000269,0.0065536563291905495,73.33333333333333,high_vol,44.97413598051212,trend,bullish,0.0,245.82,245.87,0.5613863802782506,0.518600317240805,0.012204051745179861,-0.030470329849117662,0.3762915954763695,0.3335431732216193,0.13831258644536792,0.09561255948264033
AMD,momentum_breakout,2026-04-10 09:45:00-04:00,2026-04-10 10:00:00-04:00,09:00,open_30m,2026-04,2026-04-10,BUY,momentum_breakout_entry,,,,247.2,236.45250000000001,233.87439999999998,1.2820999999999856,0.007071036055928893,84.4758064516129,high_vol,47.63003892413297,trend,bullish,0.0,247.11,247.16000000000003,-0.5098943790214961,-0.5522508496520686,-0.3561167091578746,-0.3985042887198802,0.5766662619885812,0.5340899821977473,-0.7850754724616673,-0.8273762744780925
JPM,momentum_breakout,2026-02-03 09:45:00-05:00,2026-02-03 10:00:00-05:00,09:00,open_30m,2026-02,2026-02-03,BUY,momentum_breakout_entry,,,,314.46,308.71025,306.53950000000003,0.35950000000002547,0.0038704011336942097,88.68501529051987,high_vol,21.354060278376,mixed,bullish,0.0,314.63,314.68,0.18752185106316366,0.15371374094318072,-0.1334901312653008,-0.16724723528665209,0.25426691669580503,0.22044820134740345,-0.4195404125480702,-0.45325206559044773
JPM,momentum_breakout,2026-02-04 09:30:00-05:00,2026-02-04 09:45:00-05:00,09:00,open_30m,2026-02,2026-02-04,BUY,momentum_breakout_entry,,,,316.77,312.29875000000004,310.5687,0.9063999999999623,0.004170138276410337,96.5909090909091,high_vol,22.697887485272407,mixed,bullish,0.0,317.16,317.21000000000004,-0.3184512548871382,-0.3519259165852532,-0.050447723546482845,-0.08396462911007348,0.5769958380628023,0.5433800321553349,0.10562492117542549,0.0720834147725327
JPM,momentum_breakout,2026-02-04 10:30:00-05:00,2026-02-04 10:45:00-05:00,10:00,morning,2026-02,2026-02-04,BUY,momentum_breakout_entry,,,,318.99,313.1285,311.43330000000003,1.081200000000024,0.004574717258125533,99.71910112359551,high_vol,29.568349592854634,trend,bullish,0.0,318.875,318.925,-0.4029792238337986,-0.4362713804186114,-0.431203449627597,-0.4644911813122349,-0.432771462171696,-0.46605894802854664,-0.5911407291258302,-0.624403386376116
JPM,momentum_breakout,2026-02-09 09:30:00-05:00,2026-02-09 09:45:00-05:00,09:00,open_30m,2026-02,2026-02-09,BUY,momentum_breakout_entry,,,,325.525,323.01574999999997,316.2878,0.9341999999999757,0.003819689527064126,78.83720930232558,high_vol,47.127879653546394,trend,bullish,0.0,325.15,325.2,-0.12917115177609076,-0.16190159901598236,-0.32292787944024437,-0.35562853628536,0.29371059510996184,0.2609151291512944,-0.22604951560816758,-0.25876506765066554
JPM,momentum_breakout,2026-02-09 10:30:00-05:00,2026-02-09 10:45:00-05:00,10:00,morning,2026-02,2026-02-09,BUY,momentum_breakout_entry,,,,326.105,323.58125,317.7445,1.806600000000003,0.003952150665455961,84.10138248847926,high_vol,48.90263381766139,trend,bullish,0.0,326.11,326.16,0.07512802428628516,0.04245670836398858,-0.4844990953972711,-0.5170846210448985,-0.5197632700622468,-0.5523433897473637,-0.9245346662169165,-0.9570527348540623
JPM,momentum_breakout,2026-04-01 09:30:00-04:00,2026-04-01 09:45:00-04:00,09:00,open_30m,2026-04,2026-04-01,BUY,momentum_breakout_entry,,,,297.25,292.89875,288.7565,1.067100000000039,0.0044521037020995,79.39393939393939,high_vol,45.23988415570361,trend,bullish,0.0,297.295,297.345,0.04204577944465934,0.006407741848681781,-0.10259170184497109,-0.13820541794885913,-0.6845052893590625,-0.7200211538785083,0.1362283254006871,0.10057445055405197
