horizon_bars,sample_count,avg_gross_return_pct,median_gross_return_pct,gross_win_rate_pct,avg_net_return_pct,median_net_return_pct,net_win_rate_pct
1,44,-0.12259884576844965,-0.13863181610731243,38.63636363636363,-0.1770304489339966,-0.19091892362333168,34.090909090909086
2,44,-0.15290962799250865,-0.11804091655513593,36.36363636363637,-0.20733414596525465,-0.1527263266177556,27.27272727272727
4,44,-0.18209187692999088,-0.1513523928008565,34.090909090909086,-0.2364981159813084,-0.21797717589870447,34.090909090909086
8,44,-0.3234020587271733,-0.2866374863169871,38.63636363636363,-0.37777854497794033,-0.3583852931290664,34.090909090909086
