shape,trade_count,avg_realized_return_pct,avg_best_net_exit_pct,avg_mfe_pct,avg_mae_pct
delayed_winner,25,1.6138050124743457,2.4918627852904085,2.792906586314261,-1.0374855990077092
gave_back_winner,21,-1.1674021626920772,0.504890866876102,0.9074427704645293,-2.352231957650343
chop_then_drift,4,-2.434418694016807,-0.31059498857457585,0.09618653982207971,-4.000655633680276
