section,scenario,symbols,start_date,end_date,signal_count,trade_count,realized_pnl,expectancy,win_rate,profit_factor,max_drawdown_pct,avg_holding_period,best_raw_horizon_bars,best_raw_net_expectancy_pct
params,hold_bars=15,"AMD,JPM,HON,C",,,201,52,-21.79924049732665,-0.4192161634101279,48.07692307692308,0.9432682647822348,2.4023765855728723,16.0,20,0.23024954006230092
params,hold_bars=20,"AMD,JPM,HON,C",,,201,50,60.920051192577944,1.2184010238515588,50.0,1.1778525601464405,2.2017641617286388,21.0,20,0.23024954006230092
params,hold_bars=30,"AMD,JPM,HON,C",,,201,47,-65.15452873958554,-1.386266568927352,51.06382978723404,0.870057816487662,3.1666905584586083,31.0,20,0.23024954006230092
params,entry_threshold=0.0010,"AMD,JPM,HON,C",,,216,50,40.53572116502369,0.8107144233004737,50.0,1.117211275977256,2.234636568155664,21.0,20,0.23866678854758006
params,entry_threshold=0.0015,"AMD,JPM,HON,C",,,201,50,60.920051192577944,1.2184010238515588,50.0,1.1778525601464405,2.2017641617286388,21.0,20,0.23024954006230092
params,entry_threshold=0.0020,"AMD,JPM,HON,C",,,181,48,37.28518965634021,0.7767747845070877,45.83333333333333,1.1062535497481671,2.3491739546518113,21.0,20,0.20316976667484613
params,min_adx=15.0,"AMD,JPM,HON,C",,,241,62,98.64859136306461,1.5911063123074938,54.83870967741935,1.259889373611189,1.8862060393256708,21.0,10,0.13120351318682844
params,min_adx=20.0,"AMD,JPM,HON,C",,,201,50,60.920051192577944,1.2184010238515588,50.0,1.1778525601464405,2.2017641617286388,21.0,20,0.23024954006230092
params,min_adx=25.0,"AMD,JPM,HON,C",,,161,40,67.53491988585517,1.6883729971463795,52.5,1.248848564066751,1.9950230864403242,21.0,20,0.31795618164653566
