section,scenario,symbols,start_date,end_date,signal_count,trade_count,realized_pnl,expectancy,win_rate,profit_factor,max_drawdown_pct,avg_holding_period,best_raw_horizon_bars,best_raw_net_expectancy_pct
symbols,baseline,"AMD,JPM,HON,C",,,201,50,60.920051192577944,1.2184010238515588,50.0,1.1778525601464405,2.2017641617286388,21.0,20,0.23024954006230092
symbols,leave_out:AMD,"JPM,HON,C",,,130,32,42.11523984916323,1.316101245286351,50.0,1.2341661727264528,1.2325386082379337,21.0,20,0.027267185199310668
symbols,leave_out:JPM,"AMD,HON,C",,,160,39,92.07636745136904,2.3609324987530522,51.28205128205128,1.3535543947891113,1.8988555624864516,21.0,20,0.4049132600026528
symbols,leave_out:HON,"AMD,JPM,C",,,162,40,40.07961368393421,1.0019903420983554,50.0,1.125112221919714,2.48949227003268,21.0,20,0.18001714171171132
symbols,leave_out:C,"AMD,JPM,HON",,,151,39,8.48893259326735,0.2176649382889064,48.717948717948715,1.0317983038525353,1.6980865883803888,21.0,20,0.27382013260884364
symbols,plus:ABBV,"AMD,JPM,HON,C,ABBV",,,240,60,29.784114052258246,0.49640190087097075,48.333333333333336,1.0749386742447395,2.460385999524972,21.0,20,0.21000506887413087
symbols,plus:HD,"AMD,JPM,HON,C,HD",,,256,59,10.032682984377743,0.17004547431148717,47.45762711864407,1.0238229196739677,2.7427433690027203,21.0,20,0.2315937915525733
