symbol,winner_metric,metric_value,sma_bars,time_window_mode,threshold_mode,threshold_value,threshold_label,trades_per_day,win_rate,profit_factor,realized_pnl,sharpe_ratio,max_drawdown_pct,expectancy,max_loss_trade,avg_winning_trade,avg_losing_trade,avg_return_per_trade_pct,avg_move_captured_pct,pnl_stability,atr_percentile_threshold,regime_filter_enabled,regime,start_date,end_date,config_key
AAPL,net_pnl,-32.66850985662495,20,full_day,static_pct,0.002,0.0020,0.5,70.96774193548387,0.7866296014098825,-32.66850985662495,-0.5251430740329098,13.524560936384159,-1.053822898600805,-63.642445171671966,5.474478580009196,-17.011893179647473,-0.1053822898600805,-0.1053822898600805,7.14495105406797,0.0,False,Custom,,,"(20, 'full_day', 'static_pct', 0.002, 0.0, False)"
AAPL,sharpe,-0.5251430740329098,20,full_day,static_pct,0.002,0.0020,0.5,70.96774193548387,0.7866296014098825,-32.66850985662495,-0.5251430740329098,13.524560936384159,-1.053822898600805,-63.642445171671966,5.474478580009196,-17.011893179647473,-0.1053822898600805,-0.1053822898600805,7.14495105406797,0.0,False,Custom,,,"(20, 'full_day', 'static_pct', 0.002, 0.0, False)"
AAPL,max_drawdown,13.524560936384159,20,full_day,static_pct,0.002,0.0020,0.5,70.96774193548387,0.7866296014098825,-32.66850985662495,-0.5251430740329098,13.524560936384159,-1.053822898600805,-63.642445171671966,5.474478580009196,-17.011893179647473,-0.1053822898600805,-0.1053822898600805,7.14495105406797,0.0,False,Custom,,,"(20, 'full_day', 'static_pct', 0.002, 0.0, False)"
AMD,net_pnl,326.60111357788173,20,full_day,static_pct,0.002,0.0020,0.8064516129032258,80.0,3.009817935244429,326.60111357788173,2.8528410933084936,8.876509157873018,6.532022271557635,-70.50750667771922,12.227598730204884,-16.25028356303136,0.6532022271557635,0.6532022271557635,15.212009060588489,0.0,False,Custom,,,"(20, 'full_day', 'static_pct', 0.002, 0.0, False)"
AMD,sharpe,2.8528410933084936,20,full_day,static_pct,0.002,0.0020,0.8064516129032258,80.0,3.009817935244429,326.60111357788173,2.8528410933084936,8.876509157873018,6.532022271557635,-70.50750667771922,12.227598730204884,-16.25028356303136,0.6532022271557635,0.6532022271557635,15.212009060588489,0.0,False,Custom,,,"(20, 'full_day', 'static_pct', 0.002, 0.0, False)"
AMD,max_drawdown,8.876509157873018,20,full_day,static_pct,0.002,0.0020,0.8064516129032258,80.0,3.009817935244429,326.60111357788173,2.8528410933084936,8.876509157873018,6.532022271557635,-70.50750667771922,12.227598730204884,-16.25028356303136,0.6532022271557635,0.6532022271557635,15.212009060588489,0.0,False,Custom,,,"(20, 'full_day', 'static_pct', 0.002, 0.0, False)"
AMZN,net_pnl,-58.50300573311972,20,full_day,static_pct,0.002,0.0020,0.5483870967741935,70.58823529411765,0.6893594219424258,-58.50300573311972,-1.1259341848660176,14.420734667444071,-1.7206766392094035,-47.14969435625267,5.409466902534319,-18.83302113939434,-0.17206766392094036,-0.17206766392094036,6.563943996565812,0.0,False,Custom,,,"(20, 'full_day', 'static_pct', 0.002, 0.0, False)"
AMZN,sharpe,-1.1259341848660176,20,full_day,static_pct,0.002,0.0020,0.5483870967741935,70.58823529411765,0.6893594219424258,-58.50300573311972,-1.1259341848660176,14.420734667444071,-1.7206766392094035,-47.14969435625267,5.409466902534319,-18.83302113939434,-0.17206766392094036,-0.17206766392094036,6.563943996565812,0.0,False,Custom,,,"(20, 'full_day', 'static_pct', 0.002, 0.0, False)"
AMZN,max_drawdown,14.420734667444071,20,full_day,static_pct,0.002,0.0020,0.5483870967741935,70.58823529411765,0.6893594219424258,-58.50300573311972,-1.1259341848660176,14.420734667444071,-1.7206766392094035,-47.14969435625267,5.409466902534319,-18.83302113939434,-0.17206766392094036,-0.17206766392094036,6.563943996565812,0.0,False,Custom,,,"(20, 'full_day', 'static_pct', 0.002, 0.0, False)"
GOOGL,net_pnl,97.63871628867707,20,full_day,static_pct,0.002,0.0020,0.5161290322580645,78.125,2.1757940597299763,97.63871628867707,2.5692644453928426,5.270304474976993,3.0512098840211586,-29.45086821642974,7.227175104094394,-11.862951616240398,0.3051209884021158,0.3051209884021158,4.881962447475435,0.0,False,Custom,,,"(20, 'full_day', 'static_pct', 0.002, 0.0, False)"
GOOGL,sharpe,2.5692644453928426,20,full_day,static_pct,0.002,0.0020,0.5161290322580645,78.125,2.1757940597299763,97.63871628867707,2.5692644453928426,5.270304474976993,3.0512098840211586,-29.45086821642974,7.227175104094394,-11.862951616240398,0.3051209884021158,0.3051209884021158,4.881962447475435,0.0,False,Custom,,,"(20, 'full_day', 'static_pct', 0.002, 0.0, False)"
GOOGL,max_drawdown,5.270304474976993,20,full_day,static_pct,0.002,0.0020,0.5161290322580645,78.125,2.1757940597299763,97.63871628867707,2.5692644453928426,5.270304474976993,3.0512098840211586,-29.45086821642974,7.227175104094394,-11.862951616240398,0.3051209884021158,0.3051209884021158,4.881962447475435,0.0,False,Custom,,,"(20, 'full_day', 'static_pct', 0.002, 0.0, False)"
