total_trades,realized_pnl,starting_capital,final_equity,total_return_pct,symbol_trade_counts,final_positions,trades,winning_pnls,losing_pnls,max_drawdown_pct,position_size,final_cash,skipped_trades,max_concurrent_positions,total_buy_candidates,competing_timestamps,win_rate,avg_winning_trade,avg_losing_trade,entry_threshold_pct
33,40.441982131387796,2000.0,2040.4419821313877,2.022099106569385,"{'AAPL': 5, 'MSFT': 8, 'NVDA': 20}",{},"[{'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(191.69), 'shares': np.float64(5.216756220981794), 'timestamp': '2026-01-05 13:15:00+00:00'}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(190.11), 'shares': np.float64(5.216756220981794), 'timestamp': '2026-01-05 14:45:00+00:00', 'pnl': np.float64(-8.242474829151151)}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(189.48), 'shares': np.float64(5.2776018577158545), 'timestamp': '2026-01-06 13:15:00+00:00'}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(190.19), 'shares': np.float64(5.2776018577158545), 'timestamp': '2026-01-06 15:30:00+00:00', 'pnl': np.float64(3.7470973189782986)}, {'symbol': 'MSFT', 'side': 'BUY', 'price': np.float64(484.005), 'shares': np.float64(2.066094358529354), 'timestamp': '2026-01-07 14:30:00+00:00'}, {'symbol': 'MSFT', 'side': 'SELL', 'price': np.float64(487.66), 'shares': np.float64(2.066094358529354), 'timestamp': '2026-01-07 18:45:00+00:00', 'pnl': np.float64(7.551574880424849)}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(186.68), 'shares': np.float64(5.356760231412042), 'timestamp': '2026-01-13 16:30:00+00:00'}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(184.92), 'shares': np.float64(5.356760231412042), 'timestamp': '2026-01-13 17:45:00+00:00', 'pnl': np.float64(-9.427898007285297)}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(185.42), 'shares': np.float64(5.39316147125445), 'timestamp': '2026-01-15 13:00:00+00:00'}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(187.53), 'shares': np.float64(5.39316147125445), 'timestamp': '2026-01-15 16:15:00+00:00', 'pnl': np.float64(11.379570704346962)}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(182.75), 'shares': np.float64(5.471956224350206), 'timestamp': '2026-01-21 15:45:00+00:00'}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(180.7), 'shares': np.float64(5.471956224350206), 'timestamp': '2026-01-21 16:30:00+00:00', 'pnl': np.float64(-11.217510259917983)}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(182.975), 'shares': np.float64(5.465227490094275), 'timestamp': '2026-01-21 19:15:00+00:00'}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(184.3), 'shares': np.float64(5.465227490094275), 'timestamp': '2026-01-22 14:45:00+00:00', 'pnl': np.float64(7.241426424375008)}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(187.1), 'shares': np.float64(5.344735435595938), 'timestamp': '2026-01-23 13:00:00+00:00'}, {'symbol': 'MSFT', 'side': 'BUY', 'price': np.float64(457.335), 'shares': np.float64(2.1865809526933213), 'timestamp': '2026-01-23 14:45:00+00:00'}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(187.47), 'shares': np.float64(5.344735435595938), 'timestamp': '2026-01-23 16:00:00+00:00', 'pnl': np.float64(1.9775521111705214)}, {'symbol': 'MSFT', 'side': 'SELL', 'price': np.float64(468.2), 'shares': np.float64(2.1865809526933213), 'timestamp': '2026-01-23 18:45:00+00:00', 'pnl': np.float64(23.757202051012957)}, {'symbol': 'AAPL', 'side': 'BUY', 'price': np.float64(251.84), 'shares': np.float64(3.970775095298602), 'timestamp': '2026-01-26 13:00:00+00:00'}, {'symbol': 'AAPL', 'side': 'SELL', 'price': np.float64(254.295), 'shares': np.float64(3.970775095298602), 'timestamp': '2026-01-26 17:00:00+00:00', 'pnl': np.float64(9.748252858958004)}, {'symbol': 'AAPL', 'side': 'BUY', 'price': np.float64(259.46), 'shares': np.float64(3.854158637169506), 'timestamp': '2026-01-27 13:15:00+00:00'}, {'symbol': 'MSFT', 'side': 'BUY', 'price': np.float64(477.55), 'shares': np.float64(2.094021568422155), 'timestamp': '2026-01-27 14:30:00+00:00'}, {'symbol': 'AAPL', 'side': 'SELL', 'price': np.float64(260.72), 'shares': np.float64(3.854158637169506), 'timestamp': '2026-01-27 17:45:00+00:00', 'pnl': np.float64(4.856239882833761)}, {'symbol': 'MSFT', 'side': 'SELL', 'price': np.float64(481.49), 'shares': np.float64(2.094021568422155), 'timestamp': '2026-01-27 20:00:00+00:00', 'pnl': np.float64(8.250444979583285)}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(191.89), 'shares': np.float64(5.211318984835062), 'timestamp': '2026-01-28 13:15:00+00:00'}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(191.18), 'shares': np.float64(5.211318984835062), 'timestamp': '2026-01-28 15:30:00+00:00', 'pnl': np.float64(-3.700036479232787)}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(190.565), 'shares': np.float64(5.2475533282606985), 'timestamp': '2026-01-29 18:00:00+00:00'}, {'symbol': 'MSFT', 'side': 'BUY', 'price': np.float64(431.45), 'shares': np.float64(2.31776567389037), 'timestamp': '2026-01-29 20:30:00+00:00'}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(190.82), 'shares': np.float64(5.2475533282606985), 'timestamp': '2026-01-30 13:00:00+00:00', 'pnl': np.float64(1.3381260987064543)}, {'symbol': 'MSFT', 'side': 'SELL', 'price': np.float64(433.345), 'shares': np.float64(2.31776567389037), 'timestamp': '2026-01-30 14:30:00+00:00', 'pnl': np.float64(4.39216595202234)}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(193.7), 'shares': np.float64(5.162622612287042), 'timestamp': '2026-01-30 15:45:00+00:00'}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(192.345), 'shares': np.float64(5.162622612287042), 'timestamp': '2026-01-30 16:45:00+00:00', 'pnl': np.float64(-6.995353639648889)}, {'symbol': 'AAPL', 'side': 'BUY', 'price': np.float64(261.01), 'shares': np.float64(3.831270832535152), 'timestamp': '2026-01-30 20:30:00+00:00'}, {'symbol': 'AAPL', 'side': 'SELL', 'price': np.float64(259.91), 'shares': np.float64(3.831270832535152), 'timestamp': '2026-01-30 21:45:00+00:00', 'pnl': np.float64(-4.2143979157885365), 'forced_close': True}]","[np.float64(3.7470973189782986), np.float64(7.551574880424849), np.float64(11.379570704346962), np.float64(7.241426424375008), np.float64(1.9775521111705214), np.float64(23.757202051012957), np.float64(9.748252858958004), np.float64(4.856239882833761), np.float64(8.250444979583285), np.float64(1.3381260987064543), np.float64(4.39216595202234)]","[np.float64(-8.242474829151151), np.float64(-9.427898007285297), np.float64(-11.217510259917983), np.float64(-3.700036479232787), np.float64(-6.995353639648889), np.float64(-4.2143979157885365)]",0.5594746248822191,1000.0,2040.4419821313877,9,2,26,1,64.70588235294117,7.658150296582949,-7.299611855170775,0.01
101,12.125208657185658,2000.0,2012.1252086571862,0.6062604328593125,"{'AAPL': 29, 'MSFT': 32, 'NVDA': 40}",{},"[{'symbol': 'AAPL', 'side': 'BUY', 'price': np.float64(271.01), 'shares': np.float64(3.689900741670049), 'timestamp': '2026-01-02 20:45:00+00:00'}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(191.69), 'shares': np.float64(5.216756220981794), 'timestamp': '2026-01-05 13:15:00+00:00'}, {'symbol': 'AAPL', 'side': 'SELL', 'price': np.float64(270.29), 'shares': np.float64(3.689900741670049), 'timestamp': '2026-01-05 13:45:00+00:00', 'pnl': np.float64(-2.656728534002326)}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(190.11), 'shares': np.float64(5.216756220981794), 'timestamp': '2026-01-05 14:45:00+00:00', 'pnl': np.float64(-8.242474829151151)}, {'symbol': 'MSFT', 'side': 'BUY', 'price': np.float64(475.04), 'shares': np.float64(2.10508588750421), 'timestamp': '2026-01-05 16:30:00+00:00'}, {'symbol': 'MSFT', 'side': 'SELL', 'price': np.float64(474.31), 'shares': np.float64(2.10508588750421), 'timestamp': '2026-01-05 18:00:00+00:00', 'pnl': np.float64(-1.5367126978781116)}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(187.795), 'shares': np.float64(5.324955403498496), 'timestamp': '2026-01-05 20:30:00+00:00'}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(190.19), 'shares': np.float64(5.324955403498496), 'timestamp': '2026-01-06 15:30:00+00:00', 'pnl': np.float64(12.753268191378952)}, {'symbol': 'MSFT', 'side': 'BUY', 'price': np.float64(475.03), 'shares': np.float64(2.1051302023030125), 'timestamp': '2026-01-06 17:30:00+00:00'}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(188.65), 'shares': np.float64(5.3008216273522395), 'timestamp': '2026-01-07 14:30:00+00:00'}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(190.005), 'shares': np.float64(5.3008216273522395), 'timestamp': '2026-01-07 17:15:00+00:00', 'pnl': np.float64(7.1826133050622305)}, {'symbol': 'MSFT', 'side': 'SELL', 'price': np.float64(487.66), 'shares': np.float64(2.1051302023030125), 'timestamp': '2026-01-07 18:45:00+00:00', 'pnl': np.float64(26.58779445508716)}, {'symbol': 'AAPL', 'side': 'BUY', 'price': np.float64(257.89), 'shares': np.float64(3.8776222420411806), 'timestamp': '2026-01-08 16:30:00+00:00'}, {'symbol': 'AAPL', 'side': 'SELL', 'price': np.float64(256.72), 'shares': np.float64(3.8776222420411806), 'timestamp': '2026-01-08 17:15:00+00:00', 'pnl': np.float64(-4.536818023188022)}, {'symbol': 'AAPL', 'side': 'BUY', 'price': np.float64(258.3), 'shares': np.float64(3.8714672861014323), 'timestamp': '2026-01-08 20:15:00+00:00'}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(185.175), 'shares': np.float64(5.400297016335898), 'timestamp': '2026-01-08 20:15:00+00:00'}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(185.05), 'shares': np.float64(5.400297016335898), 'timestamp': '2026-01-09 14:30:00+00:00', 'pnl': np.float64(-0.6750371270419873)}, {'symbol': 'AAPL', 'side': 'SELL', 'price': np.float64(256.92), 'shares': np.float64(3.8714672861014323), 'timestamp': '2026-01-09 14:45:00+00:00', 'pnl': np.float64(-5.342624854819959)}, {'symbol': 'MSFT', 'side': 'BUY', 'price': np.float64(476.945), 'shares': np.float64(2.0966778140037112), 'timestamp': '2026-01-09 16:30:00+00:00'}, {'symbol': 'AAPL', 'side': 'BUY', 'price': np.float64(258.58), 'shares': np.float64(3.867275117951891), 'timestamp': '2026-01-09 17:00:00+00:00'}, {'symbol': 'MSFT', 'side': 'SELL', 'price': np.float64(476.13), 'shares': np.float64(2.0966778140037112), 'timestamp': '2026-01-09 18:00:00+00:00', 'pnl': np.float64(-1.7087924184130199)}, {'symbol': 'MSFT', 'side': 'BUY', 'price': np.float64(478.975), 'shares': np.float64(2.087791638394488), 'timestamp': '2026-01-09 18:45:00+00:00'}, {'symbol': 'AAPL', 'side': 'SELL', 'price': np.float64(259.345), 'shares': np.float64(3.867275117951891), 'timestamp': '2026-01-09 20:45:00+00:00', 'pnl': np.float64(2.9584654652333637)}, {'symbol': 'MSFT', 'side': 'SELL', 'price': np.float64(476.15), 'shares': np.float64(2.087791638394488), 'timestamp': '2026-01-12 14:00:00+00:00', 'pnl': np.float64(-5.898011378464524)}, {'symbol': 'AAPL', 'side': 'BUY', 'price': np.float64(260.34), 'shares': np.float64(3.8411308289160333), 'timestamp': '2026-01-12 15:15:00+00:00'}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(185.24), 'shares': np.float64(5.3984020729863955), 'timestamp': '2026-01-12 16:15:00+00:00'}, {'symbol': 'AAPL', 'side': 'SELL', 'price': np.float64(260.415), 'shares': np.float64(3.8411308289160333), 'timestamp': '2026-01-12 18:45:00+00:00', 'pnl': np.float64(0.28808481216887716)}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(186.605), 'shares': np.float64(5.3984020729863955), 'timestamp': '2026-01-12 19:45:00+00:00', 'pnl': np.float64(7.368818829626326)}, {'symbol': 'MSFT', 'side': 'BUY', 'price': np.float64(480.32), 'shares': np.float64(2.0819453697534978), 'timestamp': '2026-01-12 20:00:00+00:00'}, {'symbol': 'MSFT', 'side': 'SELL', 'price': np.float64(478.42), 'shares': np.float64(2.0819453697534978), 'timestamp': '2026-01-12 20:30:00+00:00', 'pnl': np.float64(-3.9556962025315983)}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(185.26), 'shares': np.float64(5.397819281010472), 'timestamp': '2026-01-13 16:15:00+00:00'}, {'symbol': 'AAPL', 'side': 'BUY', 'price': np.float64(260.82), 'shares': np.float64(3.834061805076298), 'timestamp': '2026-01-13 16:30:00+00:00'}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(184.92), 'shares': np.float64(5.397819281010472), 'timestamp': '2026-01-13 17:45:00+00:00', 'pnl': np.float64(-1.835258555543579)}, {'symbol': 'AAPL', 'side': 'SELL', 'price': np.float64(259.99), 'shares': np.float64(3.834061805076298), 'timestamp': '2026-01-13 18:15:00+00:00', 'pnl': np.float64(-3.182271298213266)}, {'symbol': 'MSFT', 'side': 'BUY', 'price': np.float64(470.67), 'shares': np.float64(2.1246308453906133), 'timestamp': '2026-01-13 20:45:00+00:00'}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(185.79), 'shares': np.float64(5.382421012971635), 'timestamp': '2026-01-13 20:45:00+00:00'}, {'symbol': 'MSFT', 'side': 'SELL', 'price': np.float64(467.33), 'shares': np.float64(2.1246308453906133), 'timestamp': '2026-01-14 13:30:00+00:00', 'pnl': np.float64(-7.0962670236047165)}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(182.275), 'shares': np.float64(5.382421012971635), 'timestamp': '2026-01-14 14:30:00+00:00', 'pnl': np.float64(-18.919209860595224)}, {'symbol': 'AAPL', 'side': 'BUY', 'price': np.float64(258.32), 'shares': np.float64(3.87116754413131), 'timestamp': '2026-01-14 19:30:00+00:00'}, {'symbol': 'AAPL', 'side': 'SELL', 'price': np.float64(259.92), 'shares': np.float64(3.87116754413131), 'timestamp': '2026-01-15 15:30:00+00:00', 'pnl': np.float64(6.1938680706101845)}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(187.51), 'shares': np.float64(5.33304890405845), 'timestamp': '2026-01-15 15:30:00+00:00'}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(187.53), 'shares': np.float64(5.33304890405845), 'timestamp': '2026-01-15 16:15:00+00:00', 'pnl': np.float64(0.10666097808122357)}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(188.88), 'shares': np.float64(5.29436679373147), 'timestamp': '2026-01-15 16:45:00+00:00'}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(188.38), 'shares': np.float64(5.29436679373147), 'timestamp': '2026-01-15 19:15:00+00:00', 'pnl': np.float64(-2.647183396865735)}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(189.925), 'shares': np.float64(5.2652362774779515), 'timestamp': '2026-01-16 14:30:00+00:00'}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(187.63), 'shares': np.float64(5.2652362774779515), 'timestamp': '2026-01-16 15:15:00+00:00', 'pnl': np.float64(-12.083717256811983)}, {'symbol': 'MSFT', 'side': 'BUY', 'price': np.float64(459.76), 'shares': np.float64(2.175047851052723), 'timestamp': '2026-01-16 15:15:00+00:00'}, {'symbol': 'MSFT', 'side': 'SELL', 'price': np.float64(461.75), 'shares': np.float64(2.175047851052723), 'timestamp': '2026-01-16 20:00:00+00:00', 'pnl': np.float64(4.328345223594939)}, {'symbol': 'MSFT', 'side': 'BUY', 'price': np.float64(454.64), 'shares': np.float64(2.1995424951610065), 'timestamp': '2026-01-20 15:30:00+00:00'}, {'symbol': 'MSFT', 'side': 'SELL', 'price': np.float64(454.295), 'shares': np.float64(2.1995424951610065), 'timestamp': '2026-01-20 17:00:00+00:00', 'pnl': np.float64(-0.7588421608304823)}, {'symbol': 'MSFT', 'side': 'BUY', 'price': np.float64(455.015), 'shares': np.float64(2.1977297451732363), 'timestamp': '2026-01-20 20:30:00+00:00'}, {'symbol': 'MSFT', 'side': 'SELL', 'price': np.float64(449.255), 'shares': np.float64(2.1977297451732363), 'timestamp': '2026-01-21 14:30:00+00:00', 'pnl': np.float64(-12.658923332197821)}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(179.945), 'shares': np.float64(5.557253605268277), 'timestamp': '2026-01-21 14:30:00+00:00'}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(180.7), 'shares': np.float64(5.557253605268277), 'timestamp': '2026-01-21 16:30:00+00:00', 'pnl': np.float64(4.195726471977523)}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(181.135), 'shares': np.float64(5.520744196317664), 'timestamp': '2026-01-21 18:45:00+00:00'}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(184.3), 'shares': np.float64(5.520744196317664), 'timestamp': '2026-01-22 14:45:00+00:00', 'pnl': np.float64(17.47315538134552)}, {'symbol': 'AAPL', 'side': 'BUY', 'price': np.float64(249.93), 'shares': np.float64(4.001120313687832), 'timestamp': '2026-01-22 14:45:00+00:00'}, {'symbol': 'AAPL', 'side': 'SELL', 'price': np.float64(249.075), 'shares': np.float64(4.001120313687832), 'timestamp': '2026-01-22 15:45:00+00:00', 'pnl': np.float64(-3.4209578682031694)}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(185.075), 'shares': np.float64(5.4032149128731595), 'timestamp': '2026-01-22 15:45:00+00:00'}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(184.975), 'shares': np.float64(5.4032149128731595), 'timestamp': '2026-01-22 17:15:00+00:00', 'pnl': np.float64(-0.5403214912872852)}, {'symbol': 'MSFT', 'side': 'BUY', 'price': np.float64(449.89), 'shares': np.float64(2.222765564915868), 'timestamp': '2026-01-22 17:15:00+00:00'}, {'symbol': 'MSFT', 'side': 'SELL', 'price': np.float64(451.07), 'shares': np.float64(2.222765564915868), 'timestamp': '2026-01-22 19:30:00+00:00', 'pnl': np.float64(2.6228633666007397)}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(187.1), 'shares': np.float64(5.344735435595938), 'timestamp': '2026-01-23 13:00:00+00:00'}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(187.47), 'shares': np.float64(5.344735435595938), 'timestamp': '2026-01-23 16:00:00+00:00', 'pnl': np.float64(1.9775521111705214)}, {'symbol': 'MSFT', 'side': 'BUY', 'price': np.float64(468.925), 'shares': np.float64(2.1325371861171827), 'timestamp': '2026-01-23 16:00:00+00:00'}, {'symbol': 'MSFT', 'side': 'SELL', 'price': np.float64(468.2), 'shares': np.float64(2.1325371861171827), 'timestamp': '2026-01-23 18:45:00+00:00', 'pnl': np.float64(-1.546089459935006)}, {'symbol': 'AAPL', 'side': 'BUY', 'price': np.float64(248.66), 'shares': np.float64(4.021555537681976), 'timestamp': '2026-01-23 20:30:00+00:00'}, {'symbol': 'AAPL', 'side': 'SELL', 'price': np.float64(254.295), 'shares': np.float64(4.021555537681976), 'timestamp': '2026-01-26 17:00:00+00:00', 'pnl': np.float64(22.661465454837895)}, {'symbol': 'MSFT', 'side': 'BUY', 'price': np.float64(472.925), 'shares': np.float64(2.114500185018766), 'timestamp': '2026-01-26 17:00:00+00:00'}, {'symbol': 'MSFT', 'side': 'SELL', 'price': np.float64(472.765), 'shares': np.float64(2.114500185018766), 'timestamp': '2026-01-26 18:30:00+00:00', 'pnl': np.float64(-0.33832002960305546)}, {'symbol': 'AAPL', 'side': 'BUY', 'price': np.float64(255.44), 'shares': np.float64(3.914813654870028), 'timestamp': '2026-01-26 19:00:00+00:00'}, {'symbol': 'AAPL', 'side': 'SELL', 'price': np.float64(255.39), 'shares': np.float64(3.914813654870028), 'timestamp': '2026-01-26 20:45:00+00:00', 'pnl': np.float64(-0.19574068274354592)}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(187.13), 'shares': np.float64(5.3438785870785015), 'timestamp': '2026-01-27 13:00:00+00:00'}, {'symbol': 'AAPL', 'side': 'BUY', 'price': np.float64(259.46), 'shares': np.float64(3.854158637169506), 'timestamp': '2026-01-27 13:15:00+00:00'}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(185.94), 'shares': np.float64(5.3438785870785015), 'timestamp': '2026-01-27 14:30:00+00:00', 'pnl': np.float64(-6.3592155186234045)}, {'symbol': 'MSFT', 'side': 'BUY', 'price': np.float64(477.55), 'shares': np.float64(2.094021568422155), 'timestamp': '2026-01-27 14:30:00+00:00'}, {'symbol': 'AAPL', 'side': 'SELL', 'price': np.float64(260.72), 'shares': np.float64(3.854158637169506), 'timestamp': '2026-01-27 17:45:00+00:00', 'pnl': np.float64(4.856239882833761)}, {'symbol': 'MSFT', 'side': 'SELL', 'price': np.float64(481.49), 'shares': np.float64(2.094021568422155), 'timestamp': '2026-01-27 20:00:00+00:00', 'pnl': np.float64(8.250444979583285)}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(191.89), 'shares': np.float64(5.211318984835062), 'timestamp': '2026-01-28 13:15:00+00:00'}, {'symbol': 'MSFT', 'side': 'BUY', 'price': np.float64(483.65), 'shares': np.float64(2.067610875633206), 'timestamp': '2026-01-28 14:15:00+00:00'}, {'symbol': 'MSFT', 'side': 'SELL', 'price': np.float64(480.065), 'shares': np.float64(2.067610875633206), 'timestamp': '2026-01-28 14:30:00+00:00', 'pnl': np.float64(-7.412384989145002)}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(191.18), 'shares': np.float64(5.211318984835062), 'timestamp': '2026-01-28 15:30:00+00:00', 'pnl': np.float64(-3.700036479232787)}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(191.76), 'shares': np.float64(5.214851898206091), 'timestamp': '2026-01-28 18:15:00+00:00'}, {'symbol': 'MSFT', 'side': 'BUY', 'price': np.float64(480.675), 'shares': np.float64(2.0804077599209445), 'timestamp': '2026-01-28 18:45:00+00:00'}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(191.49), 'shares': np.float64(5.214851898206091), 'timestamp': '2026-01-28 19:15:00+00:00', 'pnl': np.float64(-1.4080100125155497)}, {'symbol': 'AAPL', 'side': 'BUY', 'price': np.float64(256.3), 'shares': np.float64(3.9016777214202105), 'timestamp': '2026-01-28 19:45:00+00:00'}, {'symbol': 'MSFT', 'side': 'SELL', 'price': np.float64(479.8), 'shares': np.float64(2.0804077599209445), 'timestamp': '2026-01-28 20:00:00+00:00', 'pnl': np.float64(-1.8203567899308264)}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(192.65), 'shares': np.float64(5.190760446405398), 'timestamp': '2026-01-28 21:00:00+00:00'}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(191.45), 'shares': np.float64(5.190760446405398), 'timestamp': '2026-01-29 13:45:00+00:00', 'pnl': np.float64(-6.228912535686566)}, {'symbol': 'AAPL', 'side': 'SELL', 'price': np.float64(256.22), 'shares': np.float64(3.9016777214202105), 'timestamp': '2026-01-29 14:30:00+00:00', 'pnl': np.float64(-0.31213421771355476)}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(188.7), 'shares': np.float64(5.299417064122947), 'timestamp': '2026-01-29 17:00:00+00:00'}, {'symbol': 'AAPL', 'side': 'BUY', 'price': np.float64(257.2), 'shares': np.float64(3.888024883359254), 'timestamp': '2026-01-29 17:15:00+00:00'}, {'symbol': 'AAPL', 'side': 'SELL', 'price': np.float64(258.59), 'shares': np.float64(3.888024883359254), 'timestamp': '2026-01-30 13:00:00+00:00', 'pnl': np.float64(5.40435458786931)}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(190.82), 'shares': np.float64(5.299417064122947), 'timestamp': '2026-01-30 13:00:00+00:00', 'pnl': np.float64(11.234764175940672)}, {'symbol': 'MSFT', 'side': 'BUY', 'price': np.float64(437.27), 'shares': np.float64(2.2869165504150755), 'timestamp': '2026-01-30 13:00:00+00:00'}, {'symbol': 'MSFT', 'side': 'SELL', 'price': np.float64(433.345), 'shares': np.float64(2.2869165504150755), 'timestamp': '2026-01-30 14:30:00+00:00', 'pnl': np.float64(-8.976147460379067)}, {'symbol': 'NVDA', 'side': 'BUY', 'price': np.float64(192.37), 'shares': np.float64(5.198315745698394), 'timestamp': '2026-01-30 14:30:00+00:00'}, {'symbol': 'AAPL', 'side': 'BUY', 'price': np.float64(256.65), 'shares': np.float64(3.896356906292617), 'timestamp': '2026-01-30 16:15:00+00:00'}, {'symbol': 'NVDA', 'side': 'SELL', 'price': np.float64(192.345), 'shares': np.float64(5.198315745698394), 'timestamp': '2026-01-30 16:45:00+00:00', 'pnl': np.float64(-0.12995789364248939)}, {'symbol': 'AAPL', 'side': 'SELL', 'price': np.float64(254.57), 'shares': np.float64(3.896356906292617), 'timestamp': '2026-01-30 17:00:00+00:00', 'pnl': np.float64(-8.104422365088581)}, {'symbol': 'AAPL', 'side': 'BUY', 'price': np.float64(257.36), 'shares': np.float64(3.8856077090456944), 'timestamp': '2026-01-30 18:45:00+00:00'}, {'symbol': 'AAPL', 'side': 'SELL', 'price': np.float64(259.91), 'shares': np.float64(3.8856077090456944), 'timestamp': '2026-01-30 21:45:00+00:00', 'pnl': np.float64(9.908299658066564), 'forced_close': True}]","[np.float64(12.753268191378952), np.float64(7.1826133050622305), np.float64(26.58779445508716), np.float64(2.9584654652333637), np.float64(0.28808481216887716), np.float64(7.368818829626326), np.float64(6.1938680706101845), np.float64(0.10666097808122357), np.float64(4.328345223594939), np.float64(4.195726471977523), np.float64(17.47315538134552), np.float64(2.6228633666007397), np.float64(1.9775521111705214), np.float64(22.661465454837895), np.float64(4.856239882833761), np.float64(8.250444979583285), np.float64(5.40435458786931), np.float64(11.234764175940672), np.float64(9.908299658066564)]","[np.float64(-2.656728534002326), np.float64(-8.242474829151151), np.float64(-1.5367126978781116), np.float64(-4.536818023188022), np.float64(-0.6750371270419873), np.float64(-5.342624854819959), np.float64(-1.7087924184130199), np.float64(-5.898011378464524), np.float64(-3.9556962025315983), np.float64(-1.835258555543579), np.float64(-3.182271298213266), np.float64(-7.0962670236047165), np.float64(-18.919209860595224), np.float64(-2.647183396865735), np.float64(-12.083717256811983), np.float64(-0.7588421608304823), np.float64(-12.658923332197821), np.float64(-3.4209578682031694), np.float64(-0.5403214912872852), np.float64(-1.546089459935006), np.float64(-0.33832002960305546), np.float64(-0.19574068274354592), np.float64(-6.3592155186234045), np.float64(-7.412384989145002), np.float64(-3.700036479232787), np.float64(-1.4080100125155497), np.float64(-1.8203567899308264), np.float64(-6.228912535686566), np.float64(-0.31213421771355476), np.float64(-8.976147460379067), np.float64(-0.12995789364248939), np.float64(-8.104422365088581)]",2.9524001222562375,1000.0,2012.1252086571862,95,2,146,16,37.254901960784316,8.22909396847732,-4.507111773246354,0.0025
