regime,start_date,end_date,strategy_mode,time_window_mode,regime_filter_enabled,threshold_mode,entry_threshold_pct,atr_multiple,atr_percentile_threshold,sma_bars,orb_filter_mode,breakout_exit_style,breakout_tight_stop_fraction,mean_reversion_exit_style,mean_reversion_max_atr_percentile,total_return_pct,max_drawdown_pct,total_trades,total_buy_candidates,skipped_trades,competing_timestamps,max_concurrent_positions,win_rate,avg_winning_trade,avg_losing_trade,expectancy,max_loss_trade,avg_return_per_trade_pct,avg_move_captured_pct,profit_factor,sharpe_ratio,trades_per_day,pnl_stability,realized_pnl,final_equity,final_cash,starting_capital,position_size,timing_load_seconds,timing_precompute_seconds,timing_model_load_seconds,timing_ml_precompute_seconds,timing_simulate_seconds,timing_finalize_seconds,timing_total_seconds
Custom,,,ml,full_day,False,static_pct,0.001,1.0,0.0,20,none,target_1x_stop_low,0.5,sma,0.0,0.21615462273430242,3.513049051489677,20,10,0,0,1,50.0,11.506146124426232,-10.641527633489137,0.43230924546854793,-25.90501494520106,0.043230924546854795,0.043230924546854795,1.0812494710079144,0.14572887607102034,0.16129032258064516,4.348688533195615,4.323092454685479,2004.323092454686,2004.323092454686,2000.0,1000.0,0.12082609999924898,21.43214060000173,2.8979180000023916,0.9440577999994275,15.534618599995156,0.007135299994843081,40.936750500004564
