regime,start_date,end_date,strategy_mode,time_window_mode,regime_filter_enabled,threshold_mode,entry_threshold_pct,atr_multiple,atr_percentile_threshold,sma_bars,orb_filter_mode,breakout_exit_style,breakout_tight_stop_fraction,mean_reversion_exit_style,mean_reversion_max_atr_percentile,ml_probability_buy,ml_probability_sell,total_return_pct,max_drawdown_pct,total_trades,total_buy_candidates,skipped_trades,competing_timestamps,max_concurrent_positions,win_rate,avg_winning_trade,avg_losing_trade,expectancy,max_loss_trade,avg_return_per_trade_pct,avg_move_captured_pct,profit_factor,sharpe_ratio,trades_per_day,pnl_stability,realized_pnl,final_equity,final_cash,starting_capital,position_size,timing_load_seconds,timing_precompute_seconds,timing_model_load_seconds,timing_ml_precompute_seconds,timing_simulate_seconds,timing_finalize_seconds,timing_total_seconds
Custom,,,mean_reversion,full_day,False,static_pct,0.002,1.0,0.0,20,none,target_1x_stop_low,0.5,sma,80.0,0.55,0.45,7.51041173773816,5.2632258137856045,2518,1743,484,322,11,70.77045274027004,6.499813976667738,-13.696448585426992,0.5965378663811124,-133.03687233648316,0.05965378663811123,0.05965378663811123,1.14900744102319,1.5557711225134645,20.306451612903224,65.60571566077846,751.0411737738204,10751.041173773816,10751.041173773816,10000.0,1000.0,0.16801300004590303,20.641921099973843,4.00003045797348e-07,0.00021269998978823423,28.19579959998373,0.01155200001085177,49.017546500021126
