regime,start_date,end_date,strategy_mode,time_window_mode,regime_filter_enabled,threshold_mode,entry_threshold_pct,atr_multiple,atr_percentile_threshold,sma_bars,orb_filter_mode,total_return_pct,max_drawdown_pct,total_trades,total_buy_candidates,skipped_trades,competing_timestamps,max_concurrent_positions,win_rate,avg_winning_trade,avg_losing_trade,avg_return_per_trade_pct,avg_move_captured_pct,profit_factor,sharpe_ratio,trades_per_day,pnl_stability,realized_pnl,final_equity,final_cash,starting_capital,position_size
Custom,,,hybrid,full_day,False,static_pct,0.0,1.0,0.0,20,none,-0.9997705804862563,2.778649978404035,1102,551,0,43,3,43.55716878402904,6.143488067260358,-5.0624250617077715,-0.018144656633145448,-0.018144656633145448,0.9364988842088049,-0.5408457370591137,8.887096774193548,22.9696258141445,-99.97705804863142,9900.022941951374,9900.022941951374,10000.0,1000.0
