regime,start_date,end_date,strategy_mode,time_window_mode,regime_filter_enabled,threshold_mode,entry_threshold_pct,atr_multiple,atr_percentile_threshold,sma_bars,orb_filter_mode,total_return_pct,max_drawdown_pct,total_trades,total_buy_candidates,skipped_trades,competing_timestamps,max_concurrent_positions,win_rate,avg_winning_trade,avg_losing_trade,avg_return_per_trade_pct,avg_move_captured_pct,profit_factor,sharpe_ratio,trades_per_day,pnl_stability,realized_pnl,final_equity,final_cash,starting_capital,position_size
Custom,,,hybrid,full_day,False,static_pct,0.0,1.0,0.0,20,none,-2.3931256532711993,5.150608023075147,768,384,0,18,3,51.041666666666664,5.797727945614973,-7.317378950359848,-0.06232098055393666,-0.06232098055393666,0.8260389155861201,-1.1616677253133019,6.193548387096774,26.11667379437212,-239.31256532711677,9760.68743467288,9760.68743467288,10000.0,1000.0
