regime,start_date,end_date,strategy_mode,time_window_mode,regime_filter_enabled,threshold_mode,sma_bars,entry_threshold_pct,atr_multiple,atr_percentile_threshold,scope,symbol,realized_pnl,total_return_pct,max_drawdown_pct,win_rate,avg_winning_trade,avg_losing_trade,avg_return_per_trade_pct,avg_move_captured_pct,profit_factor,sharpe_ratio,trades_per_day,pnl_stability,total_trades
Custom,,,sma,afternoon_only,False,static_pct,20,0.01,1.0,0.0,symbol,NVDA,9.398650310100834,0.28195950930302843,0.32011933700454603,100.0,9.398650310100834,0.0,0.9398650310100833,0.9398650310100833,inf,4.350506415733577,0.1,1.7148470725073082,2
Custom,,,sma,morning_only,False,atr_multiple,20,0.0,2.0,0.0,portfolio,COMBINED,-4.291421492893846,-0.04291421492895097,0.4828418753020257,31.25,13.244240268628232,-6.410238439639546,-0.02682138433058654,-0.02682138433058654,0.9391396700293959,-0.3174406385070692,1.6,10.447722606938859,32
Custom,,,sma,morning_only,False,atr_multiple,20,0.0,2.0,0.0,symbol,AAPL,22.77546033713395,0.6832638101140083,0.19883638156663608,50.0,28.03054280740639,-5.255082470272441,1.1387730168566974,1.1387730168566974,5.333987233496869,3.9481992816799276,0.2,4.579692387233352,4
Custom,,,sma,morning_only,False,atr_multiple,20,0.0,2.0,0.0,symbol,MSFT,17.62368136838711,0.5287104410516167,0.4808375821031906,60.0,12.597979363802665,-10.085128361510442,0.3524736273677422,0.3524736273677422,1.873746011783415,1.9637695771947514,0.5,7.1668139773339234,10
Custom,,,sma,morning_only,False,atr_multiple,20,0.0,2.0,0.0,symbol,NVDA,-44.69056319841491,-1.340716895952437,1.6412524800004362,11.11111111111111,0.39672044432677467,-5.63591045534271,-0.49656181331572113,-0.49656181331572113,0.008798943122638975,-9.659908956590163,0.9,3.6711177938803115,18
Custom,,,sma,morning_only,False,static_pct,20,0.005,1.0,0.0,portfolio,COMBINED,-4.394286198136911,-0.043942861981395256,0.549937131717529,33.33333333333333,9.891008185305022,-5.259381678233718,-0.02092517237208053,-0.02092517237208053,0.9403204397809328,-0.35815475596150614,2.1,9.516786237622325,42
Custom,,,sma,morning_only,False,static_pct,20,0.005,1.0,0.0,symbol,AAPL,21.77447937579177,0.6532343812737462,0.2393325205536985,33.33333333333333,28.03054280740639,-3.1280317158073103,0.725815979193059,0.725815979193059,4.480540057467419,3.7602380325589886,0.3,4.597299708484919,6
Custom,,,sma,morning_only,False,static_pct,20,0.005,1.0,0.0,symbol,MSFT,25.664387330714476,0.7699316199214309,0.4851654697715017,71.42857142857143,8.161958809080398,-7.572703357343755,0.3666341047244925,0.3666341047244925,2.694532726270468,3.0494249948181715,0.7,6.6886106179822,14
Custom,,,sma,morning_only,False,static_pct,20,0.005,1.0,0.0,symbol,NVDA,-51.83315290464316,-1.554994587139281,1.882088291630549,9.090909090909092,0.39672044432677467,-5.2229873348969935,-0.47121048095130136,-0.47121048095130136,0.007595661618325535,-11.321494191216999,1.1,3.637075550095751,22
Custom,,,sma,full_day,False,atr_multiple,20,0.0,2.0,0.0,portfolio,COMBINED,-5.707257171075071,-0.05707257171070523,0.592043416878044,26.923076923076923,13.5608756379938,-5.296494033527982,-0.021950989119519503,-0.021950989119519503,0.9432866431131824,-0.3438466566251355,2.6,12.792701363405898,52
