symbol,winner_metric,metric_value,sma_bars,time_window_mode,threshold_mode,threshold_value,threshold_label,trades_per_day,win_rate,profit_factor,realized_pnl,sharpe_ratio,max_drawdown_pct,expectancy,max_loss_trade,avg_winning_trade,avg_losing_trade,avg_return_per_trade_pct,avg_move_captured_pct,pnl_stability,atr_percentile_threshold,regime_filter_enabled,regime,start_date,end_date,config_key
AAPL,net_pnl,59.85725885931072,20,full_day,static_pct,0.001,0.0010,0.20967741935483872,69.23076923076923,1.9378306283112596,59.85725885931072,1.4029425420526949,4.758829752539633,4.604404527639286,-21.607823398288588,13.742499153865273,-15.956308381369183,0.4604404527639286,0.4604404527639286,5.5667046822601485,0.0,False,Custom,,,"(20, 'full_day', 'static_pct', 0.001, 0.0, False)"
AAPL,sharpe,1.4029425420526949,20,full_day,static_pct,0.001,0.0010,0.20967741935483872,69.23076923076923,1.9378306283112596,59.85725885931072,1.4029425420526949,4.758829752539633,4.604404527639286,-21.607823398288588,13.742499153865273,-15.956308381369183,0.4604404527639286,0.4604404527639286,5.5667046822601485,0.0,False,Custom,,,"(20, 'full_day', 'static_pct', 0.001, 0.0, False)"
AAPL,max_drawdown,4.758829752539633,20,full_day,static_pct,0.001,0.0010,0.20967741935483872,69.23076923076923,1.9378306283112596,59.85725885931072,1.4029425420526949,4.758829752539633,4.604404527639286,-21.607823398288588,13.742499153865273,-15.956308381369183,0.4604404527639286,0.4604404527639286,5.5667046822601485,0.0,False,Custom,,,"(20, 'full_day', 'static_pct', 0.001, 0.0, False)"
AMD,net_pnl,162.91431185946306,20,full_day,static_pct,0.001,0.0010,0.41935483870967744,57.692307692307686,1.4720906009822672,162.91431185946306,1.407705840856938,16.481719612460157,6.26593507151781,-69.85690828055374,33.86703410387926,-31.371927245338714,0.626593507151781,0.626593507151781,16.18444679384671,0.0,False,Custom,,,"(20, 'full_day', 'static_pct', 0.001, 0.0, False)"
AMD,sharpe,1.407705840856938,20,full_day,static_pct,0.001,0.0010,0.41935483870967744,57.692307692307686,1.4720906009822672,162.91431185946306,1.407705840856938,16.481719612460157,6.26593507151781,-69.85690828055374,33.86703410387926,-31.371927245338714,0.626593507151781,0.626593507151781,16.18444679384671,0.0,False,Custom,,,"(20, 'full_day', 'static_pct', 0.001, 0.0, False)"
AMD,max_drawdown,16.481719612460157,20,full_day,static_pct,0.001,0.0010,0.41935483870967744,57.692307692307686,1.4720906009822672,162.91431185946306,1.407705840856938,16.481719612460157,6.26593507151781,-69.85690828055374,33.86703410387926,-31.371927245338714,0.626593507151781,0.626593507151781,16.18444679384671,0.0,False,Custom,,,"(20, 'full_day', 'static_pct', 0.001, 0.0, False)"
AMZN,net_pnl,29.79168796379679,20,full_day,static_pct,0.001,0.0010,0.45161290322580644,60.71428571428571,1.1388504402273414,29.79168796379679,0.5376442051514159,7.422286555001739,1.0639888558498853,-44.279592683039255,14.373602229485796,-19.505413630678337,0.10639888558498854,0.10639888558498854,8.21378900019723,0.0,False,Custom,,,"(20, 'full_day', 'static_pct', 0.001, 0.0, False)"
AMZN,sharpe,0.5376442051514159,20,full_day,static_pct,0.001,0.0010,0.45161290322580644,60.71428571428571,1.1388504402273414,29.79168796379679,0.5376442051514159,7.422286555001739,1.0639888558498853,-44.279592683039255,14.373602229485796,-19.505413630678337,0.10639888558498854,0.10639888558498854,8.21378900019723,0.0,False,Custom,,,"(20, 'full_day', 'static_pct', 0.001, 0.0, False)"
AMZN,max_drawdown,7.422286555001739,20,full_day,static_pct,0.001,0.0010,0.45161290322580644,60.71428571428571,1.1388504402273414,29.79168796379679,0.5376442051514159,7.422286555001739,1.0639888558498853,-44.279592683039255,14.373602229485796,-19.505413630678337,0.10639888558498854,0.10639888558498854,8.21378900019723,0.0,False,Custom,,,"(20, 'full_day', 'static_pct', 0.001, 0.0, False)"
GOOGL,net_pnl,61.90982358792223,20,full_day,static_pct,0.001,0.0010,0.3870967741935484,54.166666666666664,1.2820168080564678,61.90982358792223,0.7810032949896415,9.06412742635244,2.579575982830093,-37.74658573596355,21.648855440841736,-19.95684519482003,0.2579575982830093,0.2579575982830093,11.398193660385205,0.0,False,Custom,,,"(20, 'full_day', 'static_pct', 0.001, 0.0, False)"
