regime,start_date,end_date,strategy_mode,time_window_mode,regime_filter_enabled,threshold_mode,entry_threshold_pct,atr_multiple,atr_percentile_threshold,sma_bars,orb_filter_mode,breakout_exit_style,breakout_tight_stop_fraction,mean_reversion_exit_style,mean_reversion_max_atr_percentile,ml_probability_buy,ml_probability_sell,total_return_pct,max_drawdown_pct,total_trades,total_buy_candidates,skipped_trades,competing_timestamps,max_concurrent_positions,win_rate,avg_winning_trade,avg_losing_trade,expectancy,max_loss_trade,avg_return_per_trade_pct,avg_move_captured_pct,profit_factor,sharpe_ratio,trades_per_day,pnl_stability,realized_pnl,final_equity,final_cash,starting_capital,position_size,timing_load_seconds,timing_precompute_seconds,timing_model_load_seconds,timing_ml_precompute_seconds,timing_simulate_seconds,timing_finalize_seconds,timing_total_seconds
Custom,,,mean_reversion,full_day,False,static_pct,0.001,1.0,0.0,25,none,target_1x_stop_low,0.5,eod,80.0,0.55,0.45,3.718750598229417,5.8755013609090385,756,1142,764,309,10,51.05820105820106,9.825321703870085,-8.240065021750898,0.9837964545582276,-62.177557898614054,0.09837964545582276,0.09837964545582276,1.243946552994024,1.9357431262445877,18.9,78.48079896700504,371.87505982301,10371.875059822942,10371.875059822942,10000.0,1000.0,0.014198999997461215,1.9235869999974966,3.00002284348011e-07,1.850000990089029e-05,2.8867980999930296,0.0023739000025670975,4.827015600007144
Custom,,,mean_reversion,morning_only,False,static_pct,0.0025,1.0,0.0,30,none,target_1x_stop_low,0.5,midpoint,70.0,0.55,0.45,3.6624209683049953,5.667539566833922,210,191,86,39,10,91.42857142857143,8.233565328225518,-47.13113051990385,3.48801996981443,-144.97584239130435,0.348801996981443,0.348801996981443,1.8634116318791984,1.4550934235827722,5.25,103.70628384040631,366.24209683051515,10366.2420968305,10366.2420968305,10000.0,1000.0,0.025394399999640882,3.6782723999931477,5.00003807246685e-07,3.460000152699649e-05,4.934407000007923,0.0048181000020122156,8.642961599995033
Custom,,,mean_reversion,morning_only,False,static_pct,0.0025,1.0,0.0,30,none,target_1x_stop_low,0.5,midpoint,80.0,0.55,0.45,3.65760039087445,6.92024598012297,210,254,149,63,10,91.42857142857143,9.006462862192704,-55.42893285367146,3.4834289436900616,-144.97584239130435,0.3483428943690061,0.3483428943690061,1.7331911738286123,1.4149411765031972,5.25,107.42124229574914,365.76003908745645,10365.760039087445,10365.760039087445,10000.0,1000.0,0.024345299985725433,3.596631799999159,3.00002284348011e-07,2.5899993488565087e-05,5.788013800003682,0.0056671999918762594,9.414705799994408
Custom,,,mean_reversion,morning_only,False,static_pct,0.003,1.0,0.0,30,none,target_1x_stop_low,0.5,midpoint,80.0,0.55,0.45,3.607557244605996,6.89374184661881,202,239,138,58,10,91.0891089108911,9.34365347982233,-55.42893285367146,3.5718388560456544,-144.97584239130435,0.35718388560456543,0.35718388560456543,1.7231596807091927,1.3982628128943944,5.05,107.33529124132652,360.7557244606111,10360.7557244606,10360.7557244606,10000.0,1000.0,0.03736039999057539,3.638328300003195,2.00001522898674e-07,2.0499996026046574e-05,4.9619911999907345,0.006293600003118627,8.644014299992705
Custom,,,mean_reversion,morning_only,False,static_pct,0.003,1.0,0.0,30,none,target_1x_stop_low,0.5,midpoint,70.0,0.55,0.45,3.5398276281354994,5.704439517107389,196,179,81,35,10,90.81632653061224,8.738028146923838,-47.07797136251757,3.6120690083016678,-144.97584239130435,0.36120690083016677,0.36120690083016677,1.8354526958591664,1.4117059988833007,4.9,103.51477887377268,353.98276281356345,10353.98276281355,10353.98276281355,10000.0,1000.0,0.03320080001140013,3.531168500005151,4.00003045797348e-07,2.710000262595713e-05,5.175710199997411,0.0043175999890081584,8.74445349999587
Custom,,,mean_reversion,full_day,False,static_pct,0.0025,1.0,0.0,30,none,target_1x_stop_low,0.5,eod,80.0,0.55,0.45,3.536031845295875,5.437155851209352,670,765,430,194,10,51.94029850746269,10.07614759526195,-8.693456503390893,1.0555318941183445,-46.55283736563263,0.10555318941183446,0.10555318941183446,1.252637494735959,1.9012406930409065,16.75,76.0442517541055,353.60318452964543,10353.603184529587,10353.603184529587,10000.0,1000.0,0.016471799986902624,2.1282974000059767,2.00001522898674e-07,4.1000006604008377e-05,3.2093132000009064,0.002775899993139319,5.356916099990485
Custom,,,mean_reversion,morning_only,False,static_pct,0.001,1.0,0.0,25,none,target_1x_stop_low,0.5,eod,80.0,0.55,0.45,3.4522128509400862,5.174757875955511,540,364,94,76,10,51.48148148148148,11.825336116654372,-9.912217061991644,1.2785973522001945,-62.177557898614054,0.12785973522001945,0.12785973522001945,1.265861508981249,1.9363032308123256,13.5,72.54727888349525,345.2212850940525,10345.221285094009,10345.221285094009,10000.0,1000.0,0.032291600000462495,4.20245939999586,3.00002284348011e-07,2.2299995180219412e-05,5.798231000007945,0.004776500005391426,10.037802200007718
Custom,,,mean_reversion,full_day,False,static_pct,0.001,1.0,0.0,20,none,target_1x_stop_low,0.5,eod,80.0,0.55,0.45,3.394739328803862,6.1615373734372065,758,1291,912,348,10,51.45118733509235,9.62120424549807,-8.351417907563453,0.8957095854365396,-62.177557898614054,0.08957095854365396,0.08957095854365396,1.2209166212186895,1.7424891166253484,18.95,79.93207104690129,339.4739328804485,10339.473932880386,10339.473932880386,10000.0,1000.0,0.01619760000903625,2.136387199992896,4.00003045797348e-07,1.579998934175819e-05,2.8583904999977676,0.0021903000015299767,5.013197600012063
Custom,,,mean_reversion,full_day,False,static_pct,0.0015,1.0,0.0,25,none,target_1x_stop_low,0.5,eod,80.0,0.55,0.45,3.3476516307398922,6.0914870018935385,744,1048,676,284,10,50.53763440860215,9.819901722351757,-8.21400196047868,0.8999063523496061,-62.177557898614054,0.0899906352349606,0.0899906352349606,1.2214968897044192,1.755512110190927,18.6,78.20482962322193,334.7651630740535,10334.76516307399,10334.76516307399,10000.0,1000.0,0.016811299996334128,977.4335748000012,6.00004568696022e-07,2.9700007871724665e-05,9.809053699995275,0.0038927999994484708,987.2633948000002
Custom,,,mean_reversion,full_day,False,static_pct,0.002,1.0,0.0,20,none,target_1x_stop_low,0.5,eod,80.0,0.55,0.45,3.3452601370968296,6.30279777506485,748,1044,670,286,10,51.87165775401069,9.493465942793309,-8.37336877328975,0.8944545821116225,-62.177557898614054,0.08944545821116226,0.08944545821116226,1.2219510335996913,1.732127570145327,18.7,79.30482300719996,334.52601370974685,10334.526013709683,10334.526013709683,10000.0,1000.0,0.01842539999051951,1.9322887000016635,2.00001522898674e-07,1.7600003047846258e-05,2.8089773999963654,0.0021137000003363937,4.7618403999949805
Custom,,,mean_reversion,morning_only,False,static_pct,0.0025,1.0,0.0,30,none,target_1x_stop_low,0.5,eod,80.0,0.55,0.45,3.3344108799362586,4.743061986365388,492,309,63,63,10,51.21951219512195,12.150291246748791,-9.97913007580562,1.3554515772100548,-46.55283736563263,0.13554515772100548,0.13554515772100548,1.278448693640892,1.9591496325553286,12.3,69.2125909369748,333.4410879936735,10333.441087993626,10333.441087993626,10000.0,1000.0,0.03362859999469947,3.5515198999928543,3.00002284348011e-07,2.4599998141638935e-05,4.901919800002361,0.0025947999965865165,8.489712399998098
Custom,,,mean_reversion,morning_only,False,static_pct,0.002,1.0,0.0,30,none,target_1x_stop_low,0.5,midpoint,80.0,0.55,0.45,3.289037439210933,7.076491020602664,216,264,156,65,10,91.66666666666666,8.563834874529862,-57.657323184149895,3.0454050363065495,-144.97584239130435,0.3045405036306549,0.3045405036306549,1.6338286000367919,1.2785412098503814,5.4,107.60427775129045,328.9037439211073,10328.903743921093,10328.903743921093,10000.0,1000.0,0.024465199996484444,3.5861999000044307,3.00002284348011e-07,2.36999912885949e-05,5.15524349999032,0.004869299998972565,8.770823700004257
Custom,,,mean_reversion,full_day,False,static_pct,0.003,1.0,0.0,25,none,target_1x_stop_low,0.5,eod,80.0,0.55,0.45,3.2462757416146273,6.308128487772015,712,760,404,200,10,51.68539325842697,9.50978757449484,-8.285891508985557,0.9118752083189182,-62.177557898614054,0.09118752083189183,0.09118752083189183,1.227781116271132,1.7094514032689458,17.8,78.14297051971535,324.6275741615349,10324.627574161463,10324.627574161463,10000.0,1000.0,0.016039800000726245,2.119419900001958,2.00001522898674e-07,1.889999839477241e-05,2.977150499995332,0.0020979999972041696,5.114740699995309
Custom,,,mean_reversion,morning_only,False,static_pct,0.0015,1.0,0.0,25,none,target_1x_stop_low,0.5,eod,80.0,0.55,0.45,3.21988846685852,5.056486761680244,520,349,89,73,10,50.76923076923077,12.036883761007655,-9.897498513805598,1.2384186410995912,-62.177557898614054,0.12384186410995912,0.12384186410995912,1.254158953519895,1.837828411089252,13.0,71.35512685671316,321.9888466858937,10321.988846685852,10321.988846685852,10000.0,1000.0,0.038812999991932884,4.140629200002877,4.00003045797348e-07,2.9400005587376654e-05,5.9506069000053685,0.002964400002383627,10.133073299992247
Custom,,,mean_reversion,morning_only,False,static_pct,0.001,1.0,0.0,15,none,target_1x_stop_low,0.5,eod,80.0,0.55,0.45,3.203712672252386,5.384896824558296,540,361,91,74,10,50.74074074074074,11.97899858831056,-9.93046270205457,1.1865602489825509,-62.177557898614054,0.11865602489825511,0.11865602489825511,1.2425674002070943,1.755731733508441,13.5,74.58589007083482,320.37126722528876,10320.371267225239,10320.371267225239,10000.0,1000.0,0.03599889999895822,3.5195452000043588,3.00002284348011e-07,2.5599991204217076e-05,4.538186099991435,0.0049989999970421195,8.098778800005675
Custom,,,mean_reversion,full_day,False,static_pct,0.003,1.0,0.0,30,none,target_1x_stop_low,0.5,eod,80.0,0.55,0.45,3.2025360007376364,5.672989210091876,658,683,354,175,10,51.3677811550152,10.14785609100044,-8.717087995657797,0.9734151977927868,-46.55283736563263,0.09734151977927868,0.09734151977927868,1.229616243573365,1.7221292610791499,16.45,76.2984379755523,320.2536000738269,10320.253600073764,10320.253600073764,10000.0,1000.0,0.02235840000503231,2.084490099994582,2.00001522898674e-07,1.9099999917671084e-05,3.1665560999972513,0.0022160999942570925,5.275657200007117
Custom,,,mean_reversion,morning_only,False,static_pct,0.003,1.0,0.0,30,none,target_1x_stop_low,0.5,eod,80.0,0.55,0.45,3.1170805371972348,4.62214641007174,472,289,53,61,10,50.847457627118644,12.387237678804505,-10.127245411523855,1.3207968377956503,-46.55283736563263,0.13207968377956503,0.13207968377956503,1.26533754095445,1.8410292055897575,11.8,68.9505546866766,311.7080537197735,10311.708053719723,10311.708053719723,10000.0,1000.0,0.03028700000140816,3.7489026999974158,5.00003807246685e-07,2.370000584051013e-05,5.0635946999973385,0.002953000002889894,8.845782699994743
