strategy_mode,threshold_mode,entry_threshold_pct,atr_multiple,atr_percentile_threshold,sma_bars,regime_filter_enabled,coverage_symbols,coverage_time_windows,avg_net_pnl,avg_sharpe,avg_win_rate,avg_profit_factor,avg_trades_per_day,avg_return_per_trade_pct,avg_pnl_stability,worst_max_drawdown_pct,net_pnl_std,robustness_score
mean_reversion,static_pct,0.003,1.0,0.0,30,False,15,2,6.3833451276182265,0.4715115608301595,68.9798239878866,inf,0.5975555555555556,0.024141845712052447,9.650006605805942,26.45686692259414,55.85343111540386,-134.60326451774037
mean_reversion,static_pct,0.003,1.0,0.0,15,False,15,2,5.9378872565817264,0.5340983782618168,64.51160416563137,inf,0.6864444444444444,-0.1702048962920332,9.12062493224345,28.69063230651489,51.02805134700818,-135.13348779681922
mean_reversion,static_pct,0.0025,1.0,0.0,30,False,15,2,6.09121339726224,0.4761005338940444,69.04413231272223,inf,0.6326666666666666,0.012681464558381816,9.708815804863564,26.57028027824917,56.54536011973382,-135.69549472431302
mean_reversion,static_pct,0.003,1.0,0.0,25,False,15,2,4.740709568806683,0.441111256665026,67.90309420106558,inf,0.636888888888889,-0.0036016931512898726,9.476112718963464,26.45686692259414,53.73355777564425,-137.16605715330564
mean_reversion,static_pct,0.0025,1.0,0.0,25,False,15,2,4.515626318066167,0.43298400491718564,67.91506969245845,inf,0.6719999999999999,-0.00786933709368713,9.563810473519087,26.45686692259414,53.669076126852524,-138.1393839300385
mean_reversion,static_pct,0.002,1.0,0.0,30,False,15,2,4.791353162040653,0.4495292613182637,68.81821512890433,inf,0.6596666666666667,0.0013083652590862775,9.786097690894639,26.761466217361395,56.18540891966558,-140.24846071260555
mean_reversion,static_pct,0.003,1.0,0.0,20,False,15,2,4.4526285736465345,0.4923429406848081,65.81214266906798,inf,0.6623333333333332,-0.1372587881627005,9.27807496162,28.94669205136121,56.17989953022746,-147.22643714490616
mean_reversion,static_pct,0.002,1.0,0.0,25,False,15,2,4.391891199361598,0.4445467488603574,68.27923015472705,inf,0.710111111111111,-0.03247818376036811,9.646261179840836,28.492468909781444,53.688363919059775,-147.30414238256967
mean_reversion,static_pct,0.0015,1.0,0.0,15,False,15,2,4.733614028235426,0.46997502752690223,64.09462087747544,inf,0.8428888888888889,-0.31426321515872574,9.36875475623131,29.19475607514805,54.20906130176065,-148.45172489657526
mean_reversion,static_pct,0.0015,1.0,0.0,25,False,15,2,4.3004203843286355,0.44569635879365777,68.17590964026294,inf,0.7606666666666666,-0.020599348964689103,9.720759688726968,28.492468909781444,55.046692129614016,-148.63898041482685
