entry_threshold_pct,total_return_pct,max_drawdown_pct,total_trades,total_buy_candidates,skipped_trades,competing_timestamps,max_concurrent_positions,win_rate,avg_winning_trade,avg_losing_trade,final_equity,final_cash,starting_capital,position_size
0.01,2.022099106569385,0.5594746248822191,33,26,9,1,2,64.70588235294117,7.658150296582949,-7.299611855170775,2040.4419821313877,2040.4419821313877,2000.0,1000.0
0.0025,0.6062604328593125,2.9524001222562375,101,146,95,16,2,37.254901960784316,8.22909396847732,-4.507111773246354,2012.1252086571862,2012.1252086571862,2000.0,1000.0
0.0,0.5167064559590472,3.9389835626948915,179,331,241,59,2,32.22222222222222,8.23289299379164,-3.7445863557504735,2010.334129119181,2010.334129119181,2000.0,1000.0
0.005,-0.06538681971348978,2.8057854571419845,49,90,65,15,2,48.0,7.648214141572118,-7.160485084087279,1998.6922636057302,1998.6922636057302,2000.0,1000.0
0.001,-0.291661274513217,3.063901045701211,147,227,153,31,2,33.78378378378378,8.183049136589338,-4.294070487857092,1994.1667745097357,1994.1667745097357,2000.0,1000.0
