regime,start_date,end_date,strategy_mode,time_window_mode,regime_filter_enabled,threshold_mode,entry_threshold_pct,atr_multiple,atr_percentile_threshold,sma_bars,orb_filter_mode,breakout_exit_style,breakout_tight_stop_fraction,mean_reversion_exit_style,mean_reversion_max_atr_percentile,ml_probability_buy,ml_probability_sell,total_return_pct,max_drawdown_pct,total_trades,total_buy_candidates,skipped_trades,competing_timestamps,max_concurrent_positions,win_rate,avg_winning_trade,avg_losing_trade,expectancy,max_loss_trade,avg_return_per_trade_pct,avg_move_captured_pct,profit_factor,sharpe_ratio,trades_per_day,pnl_stability,realized_pnl,final_equity,final_cash,starting_capital,position_size,timing_load_seconds,timing_precompute_seconds,timing_model_load_seconds,timing_ml_precompute_seconds,timing_simulate_seconds,timing_finalize_seconds,timing_total_seconds,rank_return,rank_pf,rank_drawdown,combined_score
Custom,,,mean_reversion,morning_only,False,static_pct,0.0025,1.0,0.0,30,none,target_1x_stop_low,0.5,midpoint,40.0,0.55,0.45,2.541038360271432,2.62633427229804,94,48,1,9,10,91.48936170212764,7.35788092610991,-15.57126094889398,5.406464596322346,-32.608583296620395,0.5406464596322346,0.5406464596322346,5.079692660426437,2.781701156740685,4.7,72.3365870914864,254.10383602715024,10254.103836027143,10254.103836027143,10000.0,1000.0,0.0099390999966999,0.996464500000002,2.00001522898674e-07,1.2499993317760529e-05,1.4363365000026531,0.0019802000024355,2.44474760000594,38.0,13.0,187.0,79.33333333333333
Custom,,,mean_reversion,morning_only,False,static_pct,0.003,1.0,0.0,20,none,target_1x_stop_low,0.5,eod,40.0,0.55,0.45,1.4191645827455432,1.1783031977844112,78,41,2,8,9,58.97435897435898,12.298786881156818,-8.809727499502934,3.638883545501536,-17.872451838878874,0.3638883545501535,0.3638883545501535,2.006816458586312,2.737533841508198,3.9,41.252715789454,141.9164582745599,10141.916458274554,10141.916458274554,10000.0,1000.0,0.0108715999958803,0.8490658999944571,2.9998773243278265e-07,1.820000761654228e-05,1.3878187999944205,0.0020494999916991,2.249838699994143,141.0,75.0,26.0,80.66666666666667
Custom,,,mean_reversion,morning_only,False,static_pct,0.0025,1.0,0.0,10,none,target_1x_stop_low,0.5,eod,50.0,0.55,0.45,1.779399119986556,1.380268568602845,126,64,1,11,10,53.96825396825397,12.19006929465738,-8.155946345506365,2.824443047597877,-18.39554045707223,0.2824443047597877,0.2824443047597877,1.7523172387980956,3.1919357607814907,6.3,44.3438234657112,177.93991199866628,10177.939911998656,10177.939911998656,10000.0,1000.0,0.0104417000111425,0.8545018000004347,3.999884938821197e-07,2.2200008970685303e-05,1.6264264000055846,0.0011034000053768,2.492520900006639,86.0,114.0,47.0,82.33333333333333
Custom,,,mean_reversion,morning_only,False,static_pct,0.002,1.0,0.0,30,none,target_1x_stop_low,0.5,midpoint,40.0,0.55,0.45,2.4833259933356566,2.62497347800416,104,54,2,9,10,90.3846153846154,6.672041478530634,-13.050670031473214,4.775626910261034,-32.608583296620395,0.4775626910261033,0.4775626910261033,4.805668195344618,2.733829671924157,5.2,71.98486436913294,248.3325993335737,10248.332599333566,10248.332599333566,10000.0,1000.0,0.009864200008451,0.8798158999998122,1.9998697098344564e-07,1.3800003216601908e-05,1.4544160999939777,0.0021525000047404,2.346277700009523,40.0,22.0,185.0,82.33333333333333
Custom,,,mean_reversion,morning_only,False,static_pct,0.001,1.0,0.0,20,none,target_1x_stop_low,0.5,midpoint,40.0,0.55,0.45,2.4689153682295366,2.600087460248764,128,66,2,13,10,87.5,5.740713113445172,-9.323549691245232,3.857680262858871,-32.608583296620395,0.3857680262858871,0.3857680262858871,4.310052836619695,2.836887231557246,6.4,68.89353166728091,246.8915368229677,10246.891536822954,10246.891536822954,10000.0,1000.0,0.010253799991915,0.8364013999962481,4.00003045797348e-07,1.4699995517730711e-05,1.4050239999924088,0.0017179999995278,2.253427699994063,41.0,27.0,180.0,82.66666666666667
Custom,,,mean_reversion,morning_only,False,static_pct,0.003,1.0,0.0,30,none,target_1x_stop_low,0.5,midpoint,40.0,0.55,0.45,2.4507620590087758,2.6352958509841637,86,44,1,9,10,90.69767441860463,7.881057684524651,-15.57126094889398,5.699446648857802,-32.608583296620395,0.5699446648857802,0.5699446648857802,4.934752084388728,2.688806002725598,4.3,72.24273360749049,245.0762059008855,10245.076205900878,10245.076205900878,10000.0,1000.0,0.0114990999863948,0.9892658000026132,3.00002284348011e-07,1.4200006262399256e-05,1.7830364999972517,0.0014423999964492,2.7852758999943035,43.0,16.0,190.0,83.0
Custom,,,mean_reversion,morning_only,False,static_pct,0.001,1.0,0.0,30,none,target_1x_stop_low,0.5,midpoint,50.0,0.55,0.45,3.378487063819412,2.8679616899191416,148,77,3,15,10,91.8918918918919,5.997598560601404,-11.664665956490843,4.565523059215545,-32.608583296620395,0.4565523059215546,0.4565523059215546,5.827237911514492,3.0998239335193323,7.4,86.25628979104445,337.8487063819504,10337.84870638194,10337.84870638194,10000.0,1000.0,0.0112201000010827,0.961627700002282,2.00001522898674e-07,1.68999977177009e-05,1.2906157999968857,0.0015333999908762,2.265027599991299,3.0,4.0,242.0,83.0
Custom,,,mean_reversion,morning_only,False,static_pct,0.002,1.0,0.0,20,none,target_1x_stop_low,0.5,midpoint,40.0,0.55,0.45,2.276559863191524,2.5784607231174808,104,54,2,11,10,90.3846153846154,6.321452015614786,-13.89045168294624,4.377999736906995,-32.608583296620395,0.4377999736906995,0.4377999736906995,4.27787737239192,2.6338661286862046,5.2,68.52898511959982,227.65598631916373,10227.655986319152,10227.655986319152,10000.0,1000.0,0.009596000003512,0.8116999999911059,2.00001522898674e-07,1.889999839477241e-05,1.3575660000060452,0.0016314000095007,2.180527900010929,51.0,28.0,172.0,83.66666666666667
Custom,,,mean_reversion,morning_only,False,static_pct,0.0015,1.0,0.0,20,none,target_1x_stop_low,0.5,midpoint,40.0,0.55,0.45,2.370990419546288,2.5923562040332304,122,63,2,13,10,88.52459016393442,5.770608766558502,-10.64483306278763,3.8868695402400935,-32.608583296620395,0.3886869540240094,0.3886869540240094,4.181946725516467,2.7194190847110837,6.1,69.08486196490378,237.0990419546457,10237.099041954629,10237.099041954629,10000.0,1000.0,0.0132911000109743,0.8303158000053372,2.00001522898674e-07,3.3800009987317026e-05,1.3611562000005506,0.0015777999942656,2.2063911000004737,48.0,29.0,176.0,84.33333333333333
Custom,,,mean_reversion,morning_only,False,static_pct,0.003,1.0,0.0,25,none,target_1x_stop_low,0.5,midpoint,40.0,0.55,0.45,2.3851645134903627,2.6263905493873145,88,45,1,10,10,90.9090909090909,7.520037378615504,-15.57126094889398,5.420828439751006,-32.608583296620395,0.5420828439751005,0.5420828439751005,4.829433790427647,2.6394106339791583,4.4,71.634501133689,238.51645134904425,10238.516451349036,10238.516451349036,10000.0,1000.0,0.0101931000099284,0.8407869000075152,1.9998697098344564e-07,1.5300000086426735e-05,1.3850341999932425,0.0019943000079365,2.238040100011858,45.0,20.0,188.0,84.33333333333333
Custom,,,mean_reversion,morning_only,False,static_pct,0.001,1.0,0.0,25,none,target_1x_stop_low,0.5,eod,40.0,0.55,0.45,1.5002862449328314,1.21542862387212,96,59,11,12,9,58.333333333333336,11.819274502199956,-9.0455530784152,3.1255963436103067,-24.07513561582914,0.3125596343610307,0.3125596343610307,1.8292949209004037,2.7203186517140945,4.8,43.879728564460095,150.02862449329473,10150.028624493283,10150.028624493283,10000.0,1000.0,0.0097561000002315,0.8552614000072936,3.00002284348011e-07,1.270000939257443e-05,1.4024724000046265,0.0014109999901847,2.2689277999888877,127.0,96.0,30.0,84.33333333333333
Custom,,,mean_reversion,morning_only,False,static_pct,0.0025,1.0,0.0,15,none,target_1x_stop_low,0.5,eod,50.0,0.55,0.45,1.773428640866059,1.3773204106341217,124,62,0,11,10,53.2258064516129,12.74290291392611,-8.385273519756714,2.860368775590596,-18.39554045707223,0.2860368775590596,0.2860368775590596,1.729287024566613,3.1396513778157007,6.2,44.926505399781,177.34286408661694,10177.342864086606,10177.342864086606,10000.0,1000.0,0.011597000004258,0.8932795000000624,2.00001522898674e-07,2.02999945031479e-05,1.59351270001207,0.0013736999972024,2.49980050000886,89.0,119.0,45.0,84.33333333333333
Custom,,,mean_reversion,morning_only,False,static_pct,0.0025,1.0,0.0,25,none,target_1x_stop_low,0.5,midpoint,40.0,0.55,0.45,2.383342099080892,2.6263905493873145,92,47,1,11,10,91.30434782608695,7.157601278658909,-15.57126094889398,5.181178476263006,-32.608583296620395,0.5181178476263006,0.5181178476263006,4.826507864236696,2.642705806440903,4.6,71.48140014524718,238.33420990809827,10238.33420990809,10238.33420990809,10000.0,1000.0,0.0097661000036168,0.8267342000035569,3.00002284348011e-07,1.9800005247816443e-05,1.373247799987439,0.0021668999979738,2.2119528999901377,46.0,21.0,188.0,85.0
Custom,,,mean_reversion,morning_only,False,static_pct,0.002,1.0,0.0,30,none,target_1x_stop_low,0.5,midpoint,50.0,0.55,0.45,3.3015366284832277,2.9087711519584656,132,68,2,12,10,92.42424242424242,6.550714585157378,-13.887985369252988,5.002328224974774,-32.608583296620395,0.5002328224974775,0.5002328224974775,5.754522042905832,3.0297690974227023,6.6,86.24641531642484,330.1536628483351,10330.153662848325,10330.153662848325,10000.0,1000.0,0.0129506999946897,0.9930144999962068,3.00002284348011e-07,1.750000228639692e-05,1.432893499993952,0.0014528000028803,2.4403438000008464,5.0,5.0,246.0,85.33333333333333
Custom,,,mean_reversion,morning_only,False,static_pct,0.0025,1.0,0.0,30,none,target_1x_stop_low,0.5,midpoint,50.0,0.55,0.45,3.2643913381241147,2.9123450323991373,118,60,1,12,10,93.22033898305084,7.143831896307192,-16.617905121118696,5.532866674786793,-32.608583296620395,0.5532866674786793,0.5532866674786793,5.910954952402046,2.9816864247237507,5.9,86.62506299185254,326.4391338124208,10326.439133812411,10326.439133812411,10000.0,1000.0,0.0112522999988868,0.8323935999942478,3.00002284348011e-07,1.68999977177009e-05,1.651724900002591,0.0015267999988282,2.4969279000069946,6.0,3.0,247.0,85.33333333333333
Custom,,,mean_reversion,morning_only,False,static_pct,0.0015,1.0,0.0,10,none,target_1x_stop_low,0.5,eod,50.0,0.55,0.45,1.8023470851916497,1.444978306339171,136,80,12,17,9,55.88235294117647,11.496480571850952,-8.554385107038721,2.650510419399626,-21.137310544530123,0.2650510419399626,0.2650510419399626,1.7023092299600189,2.925645549721512,6.8,49.04255548652896,180.23470851917452,10180.234708519163,10180.234708519163,10000.0,1000.0,0.0114628999872365,1.2475661000062246,3.00002284348011e-07,1.449999399483204e-05,1.6461307999998098,0.0012186000094516,2.9064102999982424,81.0,124.0,53.0,86.0
Custom,,,mean_reversion,morning_only,False,static_pct,0.0015,1.0,0.0,25,none,target_1x_stop_low,0.5,eod,40.0,0.55,0.45,1.4841873296812085,1.229998658459737,92,57,11,12,9,56.52173913043478,12.666530559093555,-9.0455530784152,3.2264941949593138,-24.07513561582914,0.3226494194959314,0.3226494194959314,1.8203961199580496,2.6976352671565014,4.6,43.77389484620133,148.41873296812844,10148.41873296812,10148.41873296812,10000.0,1000.0,0.0098196000035386,0.83770160000131,3.00002284348011e-07,1.309999788645655e-05,1.3936894000071334,0.0012922000023536,2.2425306999939494,131.0,98.0,35.0,88.0
Custom,,,mean_reversion,morning_only,False,static_pct,0.003,1.0,0.0,30,none,target_1x_stop_low,0.5,midpoint,50.0,0.55,0.45,3.11742474304796,2.9745023247916023,106,54,1,9,10,92.45283018867924,7.643988515807741,-15.703240742443056,5.88193347744919,-32.608583296620395,0.5881933477449189,0.5881933477449189,5.963027686734478,2.8389257154941028,5.3,86.97722881493087,311.74247430480705,10311.742474304796,10311.742474304796,10000.0,1000.0,0.0110623000073246,0.9342890999978408,2.00001522898674e-07,2.3900007363408804e-05,1.8282351000088968,0.0039618000009795,2.7775958999991417,8.0,1.0,257.0,88.66666666666667
Custom,,,mean_reversion,morning_only,False,static_pct,0.002,1.0,0.0,25,none,target_1x_stop_low,0.5,eod,40.0,0.55,0.45,1.4439533102961104,1.27248054618065,88,54,10,12,9,56.81818181818182,12.545412102004056,-8.90736692213072,3.281712068854949,-24.07513561582914,0.3281712068854949,0.3281712068854949,1.8531987433721653,2.6052197832034563,4.4,44.11752866197783,144.39533102961775,10144.395331029613,10144.395331029613,10000.0,1000.0,0.0094786999979987,0.8449282999936258,3.00002284348011e-07,1.3899989426136017e-05,1.3849698999983957,0.0011964000004809,2.24060279999685,139.0,91.0,37.0,89.0
Custom,,,mean_reversion,morning_only,False,static_pct,0.003,1.0,0.0,10,none,target_1x_stop_low,0.5,eod,40.0,0.55,0.45,1.3612002484649748,1.236687558673614,80,42,2,8,9,60.0,11.834148753593857,-9.243721577484273,3.4030006211626045,-16.715833136262745,0.3403000621162604,0.3403000621162604,1.9203545867964007,2.583304795859389,4.0,41.963736387237134,136.12002484650418,10136.120024846496,10136.120024846496,10000.0,1000.0,0.0129657999932533,1.2775912999932189,3.00002284348011e-07,1.5600002370774746e-05,2.1220528000121703,0.0022428999945987,3.41488599999866,157.0,81.0,36.0,91.33333333333333
Custom,,,mean_reversion,morning_only,False,static_pct,0.003,1.0,0.0,20,none,target_1x_stop_low,0.5,midpoint,40.0,0.55,0.45,2.1697360506297807,2.6651309834691608,88,44,0,11,9,90.9090909090909,7.014370889986187,-15.900307634114768,4.931218296886101,-32.608583296620395,0.4931218296886101,0.4931218296886101,4.411468665509695,2.4971879949032,4.4,68.96045731454333,216.97360506298844,10216.973605062978,10216.973605062978,10000.0,1000.0,0.0111517000041203,1.0582104999921285,2.00001522898674e-07,1.4999997802078724e-05,1.7348033000016585,0.0025241999974241,2.806721600005403,56.0,26.0,198.0,93.33333333333333
Custom,,,mean_reversion,morning_only,False,static_pct,0.0025,1.0,0.0,20,none,target_1x_stop_low,0.5,midpoint,40.0,0.55,0.45,2.1739442097992105,2.648494545418518,94,48,1,12,10,89.36170212765957,6.82968284273001,-13.89045168294624,4.62541321233892,-32.608583296620395,0.462541321233892,0.462541321233892,4.130127456500661,2.51469769772356,4.7,68.59046935184969,217.39442097992924,10217.39442097992,10217.39442097992,10000.0,1000.0,0.0100229999952716,0.8120000999915646,3.00002284348011e-07,1.2600008631125093e-05,1.944238600000972,0.0016640999965602,2.7679532999900403,55.0,30.0,195.0,93.33333333333333
Custom,,,mean_reversion,morning_only,False,static_pct,0.001,1.0,0.0,25,none,target_1x_stop_low,0.5,eod,50.0,0.55,0.45,1.7752767155335278,1.5156046768857,136,78,10,12,10,54.41176470588235,12.022737359166562,-8.623019701154755,2.610701052255373,-24.07513561582914,0.2610701052255373,0.2610701052255373,1.664117592309308,2.9917064677612104,6.8,47.21457024903205,177.5276715533654,10177.527671553353,10177.527671553353,10000.0,1000.0,0.01030009999522,0.8355793999944581,2.00001522898674e-07,1.4300007023848592e-05,1.3617901999969035,0.0011706999939633,2.2088694999984,88.0,136.0,60.0,94.66666666666667
Custom,,,mean_reversion,morning_only,False,static_pct,0.0015,1.0,0.0,25,none,target_1x_stop_low,0.5,midpoint,50.0,0.55,0.45,3.016679804256873,3.0276865310000454,136,70,2,13,10,91.17647058823528,5.945985132839584,-11.163849635059478,4.436293829789667,-32.608583296620395,0.4436293829789666,0.4436293829789666,5.503643311328813,2.7346584257831483,6.8,87.42226817436672,301.6679804256973,10301.667980425687,10301.667980425687,10000.0,1000.0,0.0112015000049723,0.8627040999999736,3.00002284348011e-07,1.470001006964594e-05,1.381436900002882,0.0015642999933334,2.256936999998288,10.0,7.0,268.0,95.0
Custom,,,mean_reversion,morning_only,False,static_pct,0.002,1.0,0.0,30,none,target_1x_stop_low,0.5,eod,40.0,0.55,0.45,1.3152938404533232,1.1937691495550655,82,51,10,9,9,56.09756097560976,12.52708292583323,-8.699640180490455,3.208033757203319,-24.07513561582914,0.3208033757203319,0.3208033757203319,1.839941405726819,2.6582862827442044,4.1,39.378504507658434,131.5293840453361,10131.529384045332,10131.529384045332,10000.0,1000.0,0.0123394999973243,0.8410841000004439,3.00002284348011e-07,1.9099999917671084e-05,1.5883640000101875,0.0014518000098178,2.4432838000066117,164.0,94.0,27.0,95.0
Custom,,,mean_reversion,morning_only,False,static_pct,0.002,1.0,0.0,10,none,target_1x_stop_low,0.5,eod,40.0,0.55,0.45,1.3726965966035094,1.296249492129003,86,51,8,10,9,60.46511627906976,11.51797308557284,-9.54103768026672,3.1923176665199904,-16.94831473425404,0.3192317666519991,0.3192317666519991,1.84631107568882,2.4299053360301675,4.3,45.016137386050026,137.2696596603596,10137.269659660353,10137.269659660353,10000.0,1000.0,0.0108765999902971,1.0494774999970105,3.00002284348011e-07,1.340000017080456e-05,1.640661800003727,0.0015359000099124,2.7025806000019656,154.0,93.0,39.0,95.33333333333333
