regime,start_date,end_date,strategy_mode,time_window_mode,regime_filter_enabled,threshold_mode,sma_bars,entry_threshold_pct,atr_multiple,atr_percentile_threshold,orb_filter_mode,breakout_exit_style,breakout_tight_stop_fraction,mean_reversion_exit_style,mean_reversion_max_atr_percentile,scope,symbol,realized_pnl,total_return_pct,max_drawdown_pct,win_rate,avg_winning_trade,avg_losing_trade,expectancy,max_loss_trade,avg_return_per_trade_pct,avg_move_captured_pct,profit_factor,sharpe_ratio,trades_per_day,pnl_stability,total_trades,symbol_strategy_mode,symbol_contribution_pct
Custom,,,mean_reversion,full_day,False,static_pct,20,0.002,1.0,0.0,none,target_1x_stop_low,0.5,sma,0.0,portfolio,COMBINED,727.171324454211,7.271713244542188,6.897291356410665,70.93690248565966,6.509325806855741,-11.10387203874519,1.3903849415950498,-118.01726204747081,0.13903849415950498,0.13903849415950498,1.4308426695405172,1.9642055441877595,8.301587301587302,45.96434796313388,1046,,
Custom,,,mean_reversion,full_day,False,static_pct,20,0.002,1.0,0.0,none,target_1x_stop_low,0.5,sma,0.0,symbol,AAPL,122.3978154375103,13.463759698126132,3.260398083636308,77.5,5.719981711490856,-6.102401957634028,3.0599453859377577,-12.84670847131224,0.30599453859377573,0.30599453859377573,3.228590867211124,2.62703985101305,0.6349206349206349,5.878575098582018,80,mean_reversion,16.83204649597229
Custom,,,mean_reversion,full_day,False,static_pct,20,0.002,1.0,0.0,none,target_1x_stop_low,0.5,sma,0.0,symbol,AMD,225.86020269368646,24.844622296305445,10.96804913299374,72.36842105263158,8.52757761835145,-11.578884110268724,2.971844772285348,-69.96595967530754,0.2971844772285348,0.2971844772285348,1.928867380042272,2.4571726384759356,1.2063492063492063,11.825170081766595,152,mean_reversion,31.06010854638817
Custom,,,mean_reversion,full_day,False,static_pct,20,0.002,1.0,0.0,none,target_1x_stop_low,0.5,sma,0.0,symbol,AMZN,65.70972193425348,7.2280694127678835,8.560826801055969,71.11111111111111,6.603079612385951,-11.19914043554592,1.4602160429834106,-43.01815366084486,0.14602160429834107,0.14602160429834107,1.4513376739967796,1.0499110406867391,0.7142857142857143,8.191824443775303,90,mean_reversion,9.03634669361761
Custom,,,mean_reversion,full_day,False,static_pct,20,0.002,1.0,0.0,none,target_1x_stop_low,0.5,sma,0.0,symbol,GOOGL,101.93374554640866,11.212712010104953,5.199440808829097,72.88135593220339,6.308195430828827,-10.582416123701933,1.7276906024815026,-36.05303416624167,0.17276906024815025,0.17276906024815025,1.6020231128864257,1.8685897499937454,0.9365079365079365,6.997693511291416,118,mean_reversion,14.017844504926884
Custom,,,mean_reversion,full_day,False,static_pct,20,0.002,1.0,0.0,none,target_1x_stop_low,0.5,sma,0.0,symbol,JPM,-49.34051084107466,-5.427456192518212,10.2626253224126,63.63636363636363,3.816654073312918,-9.762926555864773,-1.1213752463880604,-41.45862322992548,-0.11213752463880605,-0.11213752463880605,0.6841334501574551,-0.9831990893179217,0.6984126984126984,6.06573768406393,88,mean_reversion,-6.785266302698047
Custom,,,mean_reversion,full_day,False,static_pct,20,0.002,1.0,0.0,none,target_1x_stop_low,0.5,sma,0.0,symbol,KO,-77.94473624223906,-8.573920986646296,11.108871356758666,47.82608695652174,4.09835940483421,-10.252224141284614,-3.388901575749524,-61.18665018541401,-0.33889015757495244,-0.33889015757495244,0.36644043308641755,-1.8931721671220776,0.36507936507936506,5.232092925348315,46,mean_reversion,-10.718895756889426
Custom,,,mean_reversion,full_day,False,static_pct,20,0.002,1.0,0.0,none,target_1x_stop_low,0.5,sma,0.0,symbol,META,-28.521612662371922,-3.137377392860911,19.111156790067216,63.04347826086957,7.97553184299544,-15.283060947602333,-0.6200350578776505,-118.01726204747081,-0.06200350578776505,-0.06200350578776505,0.8902221271597294,-0.1691560874894212,0.7301587301587301,12.21489303709662,92,mean_reversion,-3.9222686185788795
Custom,,,mean_reversion,full_day,False,static_pct,20,0.002,1.0,0.0,none,target_1x_stop_low,0.5,sma,0.0,symbol,MSFT,25.90889659345737,2.8499786252803108,4.716084581761412,67.74193548387096,3.5170566348551584,-4.794929273850096,0.8357708578534636,-16.49268137264096,0.08357708578534637,0.08357708578534637,1.5403394943645077,0.8422150563514523,0.49206349206349204,4.041076870792375,62,mean_reversion,3.562970062509501
Custom,,,mean_reversion,full_day,False,static_pct,20,0.002,1.0,0.0,none,target_1x_stop_low,0.5,sma,0.0,symbol,NVDA,170.41215647962156,18.74533721275842,11.782309518170795,77.96610169491525,7.045382982491305,-11.821189285767577,2.888341635247823,-52.97346752058547,0.2888341635247823,0.2888341635247823,2.1089093579858176,1.9718253665102798,0.9365079365079365,10.726708447119043,118,mean_reversion,23.43493902314243
Custom,,,mean_reversion,full_day,False,static_pct,20,0.002,1.0,0.0,none,target_1x_stop_low,0.5,sma,0.0,symbol,TSLA,150.7477109064389,16.582248199708268,8.811434762628135,73.33333333333333,8.513428359634542,-13.990196057342558,2.5124618484406485,-29.992621207517573,0.2512461848440648,0.2512461848440648,1.673452458638531,1.581811554735654,0.9523809523809523,12.567290334406218,120,mean_reversion,20.73070070792255
Custom,,,mean_reversion,full_day,False,static_pct,20,0.002,1.0,0.0,none,target_1x_stop_low,0.5,sma,0.0,symbol,XOM,20.007934608519918,2.200872806937191,5.168156649718251,77.5,4.203141156537402,-12.25438236045995,0.500198365212998,-35.07278454073389,0.05001983652129979,0.05001983652129979,1.181412965582352,0.538128671088809,0.6349206349206349,5.143331382388562,80,mean_reversion,2.7514746436869144
