symbol,winner_metric,metric_value,sma_bars,time_window_mode,threshold_mode,threshold_value,threshold_label,trades_per_day,win_rate,profit_factor,realized_pnl,sharpe_ratio,max_drawdown_pct,expectancy,max_loss_trade,avg_winning_trade,avg_losing_trade,avg_return_per_trade_pct,avg_move_captured_pct,pnl_stability,atr_percentile_threshold,regime_filter_enabled,regime,start_date,end_date,config_key
ABBV,net_pnl,30.920593730353858,25,morning_only,static_pct,0.001,0.0010,0.7,57.14285714285714,2.2440958217749234,30.920593730353858,3.3850875335741253,5.22030039239318,4.4172276757648365,-16.94831473425404,13.943615512286584,-8.284622772930826,0.44172276757648365,0.44172276757648365,7.555419591449039,0.0,False,Custom,,,"(25, 'morning_only', 'static_pct', 0.001, 0.0, False)"
ABBV,sharpe,3.3850875335741253,25,morning_only,static_pct,0.001,0.0010,0.7,57.14285714285714,2.2440958217749234,30.920593730353858,3.3850875335741253,5.22030039239318,4.4172276757648365,-16.94831473425404,13.943615512286584,-8.284622772930826,0.44172276757648365,0.44172276757648365,7.555419591449039,0.0,False,Custom,,,"(25, 'morning_only', 'static_pct', 0.001, 0.0, False)"
ABBV,max_drawdown,4.789165088621158,30,morning_only,static_pct,0.003,0.0030,0.5,40.0,1.1428700548853756,3.517658872154925,0.5218530233350794,4.789165088621158,0.703531774430985,-16.715833136262745,14.069522796478054,-8.207128906933727,0.0703531774430985,0.0703531774430985,6.293424000081483,0.0,False,Custom,,,"(30, 'morning_only', 'static_pct', 0.003, 0.0, False)"
AMD,net_pnl,162.79191927471913,10,full_day,static_pct,0.001,0.0010,1.5,93.33333333333333,146.86878986622898,162.79191927471913,5.3005296501506844,15.445900323206416,10.85279461831461,-1.1160161088880614,11.707709670257657,-1.1160161088880614,1.085279461831461,1.085279461831461,24.162390742461916,0.0,False,Custom,,,"(10, 'full_day', 'static_pct', 0.001, 0.0, False)"
AMD,sharpe,12.08804994169552,25,full_day,static_pct,0.0015,0.0015,1.1,81.81818181818183,23.947760029152242,78.25714987579272,12.08804994169552,6.105596939804315,7.114286352344792,-3.34135219982727,9.074153368879276,-1.7051152220603853,0.7114286352344793,0.7114286352344793,5.093140782872051,0.0,False,Custom,,,"(25, 'full_day', 'static_pct', 0.0015, 0.0, False)"
AMD,max_drawdown,0.9052805053023378,15,morning_only,static_pct,0.0025,0.0025,0.2,100.0,inf,11.976247385642637,5.079335372599022,0.9052805053023378,5.988123692821318,4.3605528134255565,5.988123692821318,0.0,0.5988123692821318,0.5988123692821318,1.8687121177948283,0.0,False,Custom,,,"(15, 'morning_only', 'static_pct', 0.0025, 0.0, False)"
BAC,net_pnl,55.32308394219751,20,full_day,static_pct,0.0025,0.0025,1.2,75.0,4.141103409704818,55.32308394219751,5.661421809194635,3.778347214047517,4.610256995183126,-13.753361504331224,8.10396792557362,-5.870875795988354,0.4610256995183126,0.4610256995183126,7.701693448403851,0.0,False,Custom,,,"(20, 'full_day', 'static_pct', 0.0025, 0.0, False)"
BAC,sharpe,8.00139266354201,25,morning_only,static_pct,0.001,0.0010,0.7,85.71428571428571,101.83289018100622,40.33794623345523,8.00139266354201,1.7272405578194423,5.762563747636461,-0.40004750593823246,6.789665623232243,-0.40004750593823246,0.5762563747636461,0.5762563747636461,3.991376708196997,0.0,False,Custom,,,"(25, 'morning_only', 'static_pct', 0.001, 0.0, False)"
BAC,max_drawdown,0.7003064020761625,25,morning_only,static_pct,0.001,0.0010,0.3,100.0,inf,34.445866560771606,5.032257657265093,0.7003064020761625,11.481955520257202,1.314858886346542,11.481955520257202,0.0,1.1481955520257203,1.1481955520257203,5.446591417730639,0.0,False,Custom,,,"(25, 'morning_only', 'static_pct', 0.001, 0.0, False)"
C,net_pnl,116.14789471518554,15,full_day,static_pct,0.002,0.0020,2.1,90.47619047619048,3.7722659138769834,116.14789471518554,6.483913583036178,7.410334774833985,5.53085212929455,-27.416644023572644,8.318119504024134,-20.948187930636493,0.553085212929455,0.553085212929455,14.40302388583145,0.0,False,Custom,,,"(15, 'full_day', 'static_pct', 0.002, 0.0, False)"
