regime,start_date,end_date,strategy_mode,time_window_mode,regime_filter_enabled,threshold_mode,entry_threshold_pct,atr_multiple,atr_percentile_threshold,sma_bars,orb_filter_mode,breakout_exit_style,breakout_tight_stop_fraction,mean_reversion_exit_style,mean_reversion_max_atr_percentile,total_return_pct,max_drawdown_pct,total_trades,total_buy_candidates,skipped_trades,competing_timestamps,max_concurrent_positions,win_rate,avg_winning_trade,avg_losing_trade,expectancy,max_loss_trade,avg_return_per_trade_pct,avg_move_captured_pct,profit_factor,sharpe_ratio,trades_per_day,pnl_stability,realized_pnl,final_equity,final_cash,starting_capital,position_size,timing_load_seconds,timing_precompute_seconds,timing_model_load_seconds,timing_ml_precompute_seconds,timing_simulate_seconds,timing_finalize_seconds,timing_total_seconds
Custom,,,ml,full_day,False,static_pct,0.001,1.0,0.0,20,none,target_1x_stop_low,0.5,sma,0.0,0.6570882191552073,3.0637832959147735,14,7,0,0,1,42.857142857142854,17.005862381959634,-9.468955690693804,1.877394911871956,-13.750855355339013,0.1877394911871956,0.1877394911871956,1.3469697401799958,0.4853624412586304,0.11290322580645161,3.5900120112876115,13.141764383103691,2013.1417643831041,2013.1417643831041,2000.0,1000.0,0.17990699999791104,19.41485929999908,2.6478535999995074,1.0720155000017257,15.061217499998747,0.003906500001903623,38.379789500002516
