regime,start_date,end_date,strategy_mode,time_window_mode,regime_filter_enabled,threshold_mode,entry_threshold_pct,atr_multiple,atr_percentile_threshold,sma_bars,orb_filter_mode,breakout_exit_style,breakout_tight_stop_fraction,mean_reversion_exit_style,mean_reversion_max_atr_percentile,ml_probability_buy,ml_probability_sell,total_return_pct,max_drawdown_pct,total_trades,total_buy_candidates,skipped_trades,competing_timestamps,max_concurrent_positions,win_rate,avg_winning_trade,avg_losing_trade,expectancy,max_loss_trade,avg_return_per_trade_pct,avg_move_captured_pct,profit_factor,sharpe_ratio,trades_per_day,pnl_stability,realized_pnl,final_equity,final_cash,starting_capital,position_size,timing_load_seconds,timing_precompute_seconds,timing_model_load_seconds,timing_ml_precompute_seconds,timing_simulate_seconds,timing_finalize_seconds,timing_total_seconds
Custom,,,breakout,full_day,False,static_pct,0.001,1.0,0.0,20,none,target_1x_stop_low,0.5,sma,0.0,0.55,0.45,13.666099851717572,11.430760989106606,1354,761,84,140,10,53.61890694239291,17.15197932454499,-15.476300986108471,2.0186262705639164,-98.76671157632916,0.20186262705639166,0.20186262705639166,1.28122101677783,1.3969805491631428,10.746031746031745,123.06968460624819,1366.6099851717715,11366.609985171757,11366.609985171757,10000.0,1000.0,0.1110571000026539,9.230057800014038,3.00002284348011e-07,3.309996100142598e-05,10.212964300008025,0.00419729994609952,19.55833959998563
