regime,start_date,end_date,strategy_mode,time_window_mode,regime_filter_enabled,threshold_mode,entry_threshold_pct,atr_multiple,atr_percentile_threshold,sma_bars,orb_filter_mode,breakout_exit_style,breakout_tight_stop_fraction,mean_reversion_exit_style,mean_reversion_max_atr_percentile,total_return_pct,max_drawdown_pct,total_trades,total_buy_candidates,skipped_trades,competing_timestamps,max_concurrent_positions,win_rate,avg_winning_trade,avg_losing_trade,expectancy,max_loss_trade,avg_return_per_trade_pct,avg_move_captured_pct,profit_factor,sharpe_ratio,trades_per_day,pnl_stability,realized_pnl,final_equity,final_cash,starting_capital,position_size,timing_load_seconds,timing_precompute_seconds,timing_simulate_seconds,timing_finalize_seconds,timing_total_seconds
Custom,,,sma,full_day,False,static_pct,0.0,1.0,0.0,5,none,target_1x_stop_low,0.5,sma,0.0,0.06843314714033114,3.2965095205432533,232,410,294,109,2,28.448275862068968,7.139099467075935,-2.8219472225385327,0.011798818472479706,-16.223332171758102,0.0011798818472479706,0.0011798818472479706,1.00584345264925,0.13287218257189265,11.6,13.967585114247456,1.3686629428076458,2001.3686629428066,2001.3686629428066,2000.0,1000.0,1.0980564000019513,3.2117248000031395,0.34610389999943436,0.0002936999990197364,4.65618440000253
Custom,,,sma,full_day,False,static_pct,0.0025,1.0,0.0,15,none,target_1x_stop_low,0.5,sma,0.0,-0.7216357296455271,3.5922110490924504,72,165,129,25,2,27.77777777777778,9.317485205812488,-4.138752563501389,-0.40090873869197846,-12.525820770887321,-0.040090873869197845,-0.040090873869197845,0.865876396594716,-0.9855659162777539,3.6,11.117627516112593,-14.432714592911225,1985.5672854070895,1985.5672854070895,2000.0,1000.0,0.006780599997000536,0.21546390000003157,0.3539157000013802,0.0003499000013107434,0.5765138999995543
Custom,,,sma,full_day,False,static_pct,0.005,1.0,0.0,20,none,target_1x_stop_low,0.5,sma,0.0,-0.8823461836235766,2.496608015816067,48,118,94,17,2,16.666666666666664,17.474697204211765,-4.377285624465918,-0.735288486352971,-11.927330173775772,-0.0735288486352971,-0.0735288486352971,0.7984261802127153,-1.575210588325342,2.4,8.69145001012123,-17.646923672471303,1982.3530763275285,1982.3530763275285,2000.0,1000.0,0.006156900002679322,0.216548899999907,0.3537437000013597,0.00034919999961857684,0.576802299998235
Custom,,,sma,full_day,False,static_pct,0.0,1.0,0.0,20,none,target_1x_stop_low,0.5,sma,0.0,-0.9170641781044196,2.9345494465793913,94,329,282,86,2,25.53191489361702,9.918772228853706,-3.9247585802380853,-0.3902400757891172,-11.927330173775772,-0.03902400757891172,-0.03902400757891172,0.8664792591724866,-1.1750065738079472,4.7,11.872679824325674,-18.341283562088506,1981.6587164379116,1981.6587164379116,2000.0,1000.0,0.005979100002150517,0.22119260000181384,0.3552288999999291,0.00039180000021588057,0.5827959000016563
Custom,,,sma,full_day,False,static_pct,0.001,1.0,0.0,30,none,target_1x_stop_low,0.5,sma,0.0,-1.3501061579119324,4.046664848661474,66,297,264,65,1,18.181818181818183,17.05578618129431,-4.790253342444607,-0.8182461563102585,-11.927330173775772,-0.08182461563102586,-0.08182461563102586,0.7912263581909121,-1.7167901640228838,3.3,12.02868891733544,-27.002123158238533,1972.9978768417614,1972.9978768417614,2000.0,1000.0,0.00593749999825377,0.22478839999894262,0.3642656000010902,0.0003440000000409782,0.595338899998751
Custom,,,sma,full_day,False,static_pct,0.0,1.0,0.0,30,none,target_1x_stop_low,0.5,sma,0.0,-1.4114467301213836,4.153616365790471,72,331,295,81,2,19.444444444444446,14.748068310588938,-4.5332900957431,-0.784137072289648,-11.927330173775772,-0.0784137072289648,-0.0784137072289648,0.7852748186292338,-1.7620639626468864,3.6,12.252359453282839,-28.22893460242733,1971.7710653975723,1971.7710653975723,2000.0,1000.0,0.006347099999402417,0.22597830000086105,0.37175829999978305,0.00039710000055492856,0.6044846000004327
Custom,,,sma,full_day,False,static_pct,0.0025,1.0,0.0,30,none,target_1x_stop_low,0.5,sma,0.0,-1.4468041517511439,4.101539122559617,58,249,220,54,2,20.689655172413794,15.314900542498853,-5.253282012609401,-0.9977959667249345,-12.525820770887321,-0.09977959667249346,-0.09977959667249346,0.7605134154762009,-1.8312886945035198,2.9,12.108913409876504,-28.936083035023103,1971.0639169649771,1971.0639169649771,2000.0,1000.0,0.005929999999352731,0.2195209999990766,0.3546095999990939,0.00038859999767737463,0.5804528000007849
Custom,,,sma,full_day,False,static_pct,0.0025,1.0,0.0,20,none,target_1x_stop_low,0.5,sma,0.0,-1.501773433026574,2.820945577530052,62,196,165,32,2,22.58064516129032,11.96729144290605,-4.741937865036415,-0.9688860858235997,-11.927330173775772,-0.09688860858235997,-0.09688860858235997,0.7360830326177477,-2.1672300352020164,3.1,10.829107057632301,-30.035468660531592,1969.9645313394685,1969.9645313394685,2000.0,1000.0,0.005941899999015732,0.2130892999994103,0.355060499998217,0.00034220000088680536,0.5744376000002376
Custom,,,sma,full_day,False,static_pct,0.001,1.0,0.0,20,none,target_1x_stop_low,0.5,sma,0.0,-2.075641356257961,3.6080282874362664,78,274,235,55,1,20.51282051282051,12.102795588980612,-4.462425543129176,-1.0644314647476811,-11.927330173775772,-0.10644314647476812,-0.10644314647476812,0.6999113054755244,-2.5353983274667637,3.9,12.705412070676095,-41.51282712515956,1958.4871728748408,1958.4871728748408,2000.0,1000.0,0.005840800000441959,0.2176824000016495,0.356095600000117,0.0003544999999576248,0.5799769999975979
Custom,,,sma,full_day,False,static_pct,0.005,1.0,0.0,30,none,target_1x_stop_low,0.5,sma,0.0,-2.086270633941274,3.092610329555611,44,177,155,30,2,18.181818181818183,12.727612009172901,-5.146436706417635,-1.8966096672193553,-11.927330173775772,-0.18966096672193553,-0.18966096672193553,0.5495760242681439,-3.7862140678540155,2.2,8.660396923090213,-41.72541267882582,1958.2745873211745,1958.2745873211745,2000.0,1000.0,0.005830699999933131,0.21046489999935147,0.34258869999757735,0.0003594999980123248,0.5592472999996971
