trend_proxy,horizon_bars,sample_count,avg_gross_return_pct,median_gross_return_pct,gross_win_rate_pct,avg_net_expectancy_pct,median_net_return_pct,net_win_rate_pct,net_profit_factor
mixed,4,45,0.1933602205945818,0.18205816758454585,64.44444444444444,0.14487288586160782,0.13451255915543925,62.22222222222222,1.8761305266634811
trend,4,155,0.11220514420684269,0.1706445814657232,61.29032258064516,0.05523881647368419,0.11877569901782863,56.774193548387096,1.181459677905786
