section,scenario,symbols,start_date,end_date,signal_count,filled_trades,total_pnl,expectancy,win_rate,profit_factor,max_drawdown_pct,raw_fixed_sample_count,raw_fixed_horizon_bars,raw_fixed_net_expectancy_pct,raw_fixed_win_rate_pct
symbols,baseline,"AMD,HON,C,JPM",,,200,75,-63.92889597370788,-0.8523852796494384,49.333333333333336,0.7656863923376124,1.4723240212056614,200,4,0.075406482085967,57.99999999999999
symbols,leave_out:AMD,"HON,C,JPM",,,132,48,-38.55394347468791,-0.8032071557226649,41.66666666666667,0.7148163494446849,0.782207656457963,132,4,0.021437648896187864,50.0
symbols,leave_out:HON,"AMD,C,JPM",,,155,57,-65.34009626208001,-1.1463174782821055,50.877192982456144,0.7093314700822014,1.3554147152209368,155,4,0.07064655526630714,56.12903225806451
symbols,leave_out:C,"AMD,HON,JPM",,,149,58,-49.150108817479236,-0.8474156692668834,53.44827586206896,0.7826205627331997,1.2912705260328963,149,4,0.09805151243035139,62.41610738255034
symbols,leave_out:JPM,"AMD,HON,C",,,164,62,-38.742539366876485,-0.6248796672076853,50.0,0.8333074035200723,1.397418797561475,164,4,0.10276968401758195,62.19512195121951
symbols,plus:ABBV,"AMD,HON,C,JPM,ABBV",,,235,89,-43.63875985396726,-0.4903231444265984,51.68539325842697,0.8518068325094807,1.2601153151632154,235,4,0.08333965192096336,57.446808510638306
symbols,plus:HD,"AMD,HON,C,JPM,HD",,,256,94,-47.291540418535874,-0.5031014938142114,52.12765957446809,0.8504889756012485,1.3808411150650262,256,4,0.09358789115477184,59.765625
