volatility_regime,horizon_bars,sample_count,avg_gross_return_pct,median_gross_return_pct,gross_win_rate_pct,avg_net_expectancy_pct,median_net_return_pct,net_win_rate_pct,net_profit_factor
high_vol,4,54,0.09775277477087367,0.276424767315066,57.407407407407405,0.044444074190332646,0.2314394269794207,55.55555555555556,1.1230002071427323
low_vol,4,71,0.2024115383953337,0.1718634912840723,67.6056338028169,0.14658853821300327,0.12891682690340076,59.154929577464785,1.67802773441964
mid_vol,4,75,0.0859085095349457,0.1706445814657232,60.0,0.03031373597056276,0.11877569901782863,58.666666666666664,1.1150395560276345
