trend_proxy,horizon_bars,sample_count,avg_gross_return_pct,median_gross_return_pct,gross_win_rate_pct,avg_net_return_pct,median_net_return_pct,net_win_rate_pct
range,1,2,-0.31919135012956135,-0.31919135012956135,0.0,-0.3635269460765698,-0.3635269460765698,0.0
range,2,2,-0.534630171322364,-0.534630171322364,0.0,-0.5789107182482893,-0.5789107182482893,0.0
range,4,2,-0.1019564314841643,-0.1019564314841643,0.0,-0.1463278548683377,-0.1463278548683377,0.0
range,8,2,0.064659247536031,0.064659247536031,50.0,0.020238049167630834,0.020238049167630834,50.0
trend,1,2,-0.5199524459375211,-0.5199524459375211,0.0,-0.5843327825782524,-0.5843327825782524,0.0
trend,2,2,-0.6606248276791155,-0.6606248276791155,0.0,-0.7249909900115653,-0.7249909900115653,0.0
trend,4,2,-1.001857804662626,-1.001857804662626,0.0,-1.0661300878555267,-1.0661300878555267,0.0
trend,8,2,-1.0416837841723416,-1.0416837841723416,0.0,-1.1059605106842412,-1.1059605106842412,0.0
