symbol,entry_ts,exit_ts,entry_price,exit_price,shares,position_notional,holding_bars,realized_pnl,realized_return_pct,entry_branch,exit_reason,forced_close,eod_exit,slippage_per_share,strategy_mode,signal_ts,signal_hour,time_bucket,month,date,action,reason,hybrid_branch_active,hybrid_regime_branch,mr_signal,price,sma,trend_sma,trend_sma_slope,atr_pct,atr_percentile,volatility_regime,adx,trend_proxy,bullish_regime,priority,entry_open,entry_fill,fwd_1b_gross_pct,fwd_1b_net_pct,fwd_2b_gross_pct,fwd_2b_net_pct,fwd_3b_gross_pct,fwd_3b_net_pct,fwd_4b_gross_pct,fwd_4b_net_pct,fwd_5b_gross_pct,fwd_5b_net_pct,path_bar_count,signal_close,signal_to_entry_gap_pct,gross_close_1b_return_pct,net_exit_1b_return_pct,gross_close_2b_return_pct,net_exit_2b_return_pct,gross_close_3b_return_pct,net_exit_3b_return_pct,gross_close_4b_return_pct,net_exit_4b_return_pct,gross_close_5b_return_pct,net_exit_5b_return_pct,mfe_pct,mae_pct,peak_favorable_bar,worst_adverse_bar,best_net_exit_pct,best_exit_bar,worst_net_exit_pct,worst_exit_bar,drawdown_before_best_pct
JPM,2026-02-09 18:30:00+00:00,2026-02-09 19:30:00+00:00,322.88,323.64,3.097125867195243,1000.0,5,2.333815659068364,0.2333815659068364,,trend_pullback_fixed_bars_exit,False,False,0.05,trend_pullback,2026-02-09 13:15:00-05:00,13:00,midday,2026-02,2026-02-09,BUY,trend_pullback_entry,,,,322.825,324.16066666666666,321.0242,1.3765999999999963,0.003001316399820601,33.48314606741573,mid_vol,30.616255436826442,trend,bullish,0.0,322.83,322.88,0.11925781370999936,0.08626808721505769,0.1393922497909081,0.1063994053518286,0.1858563330545559,0.1528562933597641,0.2725892884800035,0.23957581764121869,0.13319703868909544,0.10020515361743491,5,322.825,0.017037094400993363,0.10375371655103428,0.08626808721505769,0.12388503468780267,0.1063994053518286,0.1703419226957419,0.1528562933597641,0.25706144697720024,0.23957581764121869,0.11769078295341781,0.10020515361743491,0.3159068384539091,-0.12698216055499512,4,1,0.23957581764121869,4,0.08626808721505769,1,0.08626808721505769
C,2026-02-10 14:45:00+00:00,2026-02-10 15:45:00+00:00,124.11,123.88000000000001,8.057368463459834,1000.0,5,-1.8731947465955727,-0.18731947465955728,,trend_pullback_fixed_bars_exit,False,False,0.05,trend_pullback,2026-02-10 09:30:00-05:00,09:00,open_30m,2026-02,2026-02-10,BUY,trend_pullback_entry,,,,124.05,124.56099999999999,123.37299999999999,0.5429999999999922,0.003628326198100991,31.79824561403509,low_vol,32.44703985087526,trend,bullish,0.0,124.06,124.11,0.11284862163469334,0.030229473853853505,-0.1853941641141415,-0.2678931592941694,-0.060454618732873486,-0.1430039481105382,0.032242463324191555,-0.05034421078075865,-0.5561824923424131,-0.6385321086133103,5,124.05,0.04836759371221465,0.07251631617114125,0.030229473853853505,-0.22560631697687628,-0.2678931592941694,-0.10071710579324791,-0.1430039481105382,-0.008057368463463957,-0.05034421078075865,-0.5962452662960236,-0.6385321086133103,0.5076142131979658,-0.6929336878575453,1,5,0.030229473853853505,1,-0.6385321086133103,5,0.030229473853853505
HON,2026-02-11 15:00:00+00:00,2026-02-11 16:00:00+00:00,242.995,239.695,4.11531101462993,999.9999999999999,5,-13.60052634827889,-1.3600526348278892,,trend_pullback_fixed_bars_exit,False,False,0.05,trend_pullback,2026-02-11 09:45:00-05:00,09:00,open_30m,2026-02,2026-02-11,BUY,trend_pullback_entry,,,,242.89,243.761,241.71200000000002,0.4411000000000058,0.0021753055251204473,26.91511387163561,low_vol,40.00167020459281,trend,bullish,0.0,242.945,242.995,-0.9693552038527197,-1.012308854091657,-1.3994937125686908,-1.4423588551204944,-1.21220852456317,-1.2551122039548204,-1.2780670522134598,-1.3209571801889068,-0.9611228878964292,-1.0040782320623975,5,242.89,0.043229445427979,-0.9897322990184988,-1.012308854091657,-1.419782300047333,-1.4423588551204944,-1.2325356488816661,-1.2551122039548204,-1.2983806251157435,-1.3209571801889068,-0.9815016769892347,-1.0040782320623975,0.010288277536577165,-1.5555875635301142,1,3,-1.0040782320623975,5,-1.4423588551204944,2,-1.4423588551204944
C,2026-02-18 18:30:00+00:00,2026-02-18 19:30:00+00:00,116.045,115.78,8.617346718945237,1000.0,5,-2.3035968805204448,-0.2303596880520445,,trend_pullback_fixed_bars_exit,False,False,0.05,trend_pullback,2026-02-18 13:15:00-05:00,13:00,midday,2026-02,2026-02-18,BUY,trend_pullback_entry,,,,115.97,116.59766666666665,114.069,0.5785000000000053,0.004086758912864616,31.764705882352942,low_vol,44.31430516005508,trend,bearish,0.0,115.995,116.045,-0.07327902064744857,-0.16142091430048142,-0.15517910254752948,-0.24328570813046327,-0.1250053881632917,-0.21312499461415657,-0.2198370619423334,-0.30791580852255723,-0.2198370619423334,-0.30791580852255723,5,115.97,0.06467189790463296,-0.1163341807057651,-0.16142091430048142,-0.19819897453574384,-0.24328570813046327,-0.16803826101943847,-0.21312499461415657,-0.2628290749278356,-0.30791580852255723,-0.2628290749278356,-0.30791580852255723,0.1464948942220705,-0.3877806023525381,1,5,-0.16142091430048142,1,-0.30791580852255723,4,-0.16142091430048142
JPM,2026-02-18 19:00:00+00:00,2026-02-18 20:00:00+00:00,309.69,309.90999999999997,3.229035487100003,1000.0,5,0.6903878071618692,0.06903878071618692,,trend_pullback_fixed_bars_exit,False,False,0.05,trend_pullback,2026-02-18 13:45:00-05:00,13:00,afternoon,2026-02,2026-02-18,BUY,trend_pullback_entry,,,,309.52,310.804,307.4987,0.7669999999999959,0.002837700700860226,20.703125,low_vol,39.15363488158796,trend,bearish,0.0,309.64,309.69,-0.011303449166764038,-0.04559197907584576,0.033910347500328834,-0.000385482256456271,0.03068079059553911,-0.00361451774355146,0.025836455238354518,-0.008458070974199927,0.054902467381480406,0.02060324840969088,5,309.52,0.05492375290773324,-0.02744680164034342,-0.04559197907584576,0.01775969517905222,-0.000385482256456271,0.014530659691955154,-0.00361451774355146,0.009687106461309554,-0.008458070974199927,0.03874842584520151,0.02060324840969088,0.2276470018405451,-0.08556944040814568,5,2,0.02060324840969088,5,-0.04559197907584576,1,-0.04559197907584576
C,2026-02-18 19:45:00+00:00,2026-02-18 20:45:00+00:00,115.91,115.77,8.627383314640669,999.9999999999999,5,-1.22783366404974,-0.12278336640497402,,trend_pullback_fixed_bars_exit,False,False,0.05,trend_pullback,2026-02-18 14:30:00-05:00,14:00,afternoon,2026-02,2026-02-18,BUY,trend_pullback_entry,,,,115.74,116.35933333333332,114.605,0.5360000000000014,0.003651594823315606,20.0,low_vol,33.572669061387835,trend,bearish,0.0,115.86,115.91,-0.1510443638874479,-0.2392530411526195,0.021577766269640673,-0.06670537485980503,-0.1467288106335247,-0.23493934949530057,-0.030208872777487128,-0.1184696747476437,0.3409287070602417,0.2525078077818989,5,115.74,0.14688094003801774,-0.19411612457941016,-0.2392530411526195,-0.021568458286594316,-0.06670537485980503,-0.18980243292209376,-0.23493934949530057,-0.0733327581744403,-0.1184696747476437,0.2976447243551021,0.2525078077818989,0.37097748252955465,-0.34078164092830304,5,1,0.2525078077818989,5,-0.2392530411526195,1,-0.2392530411526195
HON,2026-02-23 15:30:00+00:00,2026-02-23 16:30:00+00:00,243.20000000000002,242.91,4.1118421052631575,1000.0,5,-1.2124342105264532,-0.12124342105264531,,trend_pullback_fixed_bars_exit,False,False,0.05,trend_pullback,2026-02-23 10:15:00-05:00,10:00,open_30m,2026-02,2026-02-23,BUY,trend_pullback_entry,,,,242.905,243.76333333333332,242.13099999999997,0.2630999999999517,0.002839317091545358,52.40963855421687,mid_vol,26.58777739814673,trend,bullish,0.0,243.15,243.20000000000002,-0.10487353485502589,-0.14797039473685344,-0.03290150113099424,-0.07601315789474938,-0.201521694427312,-0.24459868421054126,-0.1974090067859421,-0.24048684210528107,-0.1274933168825837,-0.1705855263158014,5,242.905,0.12144665610012799,-0.1254111842105291,-0.14797039473685344,-0.05345394736843087,-0.07601315789474938,-0.22203947368421895,-0.24459868421054126,-0.2179276315789595,-0.24048684210528107,-0.14802631578947928,-0.1705855263158014,0.0,-0.2837171052631686,0,4,-0.07601315789474938,2,-0.24459868421054126,3,-0.14797039473685344
AMD,2026-02-24 20:15:00+00:00,2026-02-25 14:45:00+00:00,213.68,211.7,4.679895170348184,999.9999999999999,5,-9.286192437289515,-0.9286192437289515,,trend_pullback_fixed_bars_exit,False,False,0.05,trend_pullback,2026-02-24 15:00:00-05:00,15:00,afternoon,2026-02,2026-02-24,BUY,trend_pullback_entry,,,,213.84,214.4,204.0133,1.432299999999998,0.007732962687070864,53.10077519379845,mid_vol,51.73826448139854,trend,bullish,0.0,213.63,213.68,-0.2668164583625864,-0.31555297641334623,0.2855404203529531,0.23667465368774854,0.1919206104011593,0.14307675028077257,-0.8519402705612475,-0.900539872706861,-0.6717221364040642,-0.72036390864846,5,213.84,-0.07482229704451766,-0.29015350056158956,-0.31555297641334623,0.2620741295394994,0.23667465368774854,0.16847622613252772,0.14307675028077257,-0.8751403968551126,-0.900539872706861,-0.6949644327967117,-0.72036390864846,1.2635716959940044,-1.5537251965555938,4,4,0.23667465368774854,2,-0.900539872706861,4,-0.31555297641334623
AMD,2026-02-25 15:00:00+00:00,2026-02-25 16:00:00+00:00,212.24,211.23499999999999,4.711647191858273,1000.0,5,-4.755205427817714,-0.47552054278177136,,trend_pullback_fixed_bars_exit,False,False,0.05,trend_pullback,2026-02-25 09:45:00-05:00,09:00,open_30m,2026-02,2026-02-25,BUY,trend_pullback_entry,,,,212.195,214.25333333333336,205.4486,1.4353000000000122,0.00929931125874313,73.53535353535354,high_vol,41.70291745381299,trend,bullish,0.0,212.19,212.24,0.41000989679061434,0.36079683377307675,0.7304774023281075,0.6811888428194494,0.18144116122342754,0.1322819449679514,-0.3675950798812391,-0.41662495288353507,-0.31104199066873867,-0.3600851865812387,5,212.195,0.021206908739610224,0.3863550697323752,0.36079683377307675,0.706747078778741,0.6811888428194494,0.15784018092724253,0.1322819449679514,-0.3910667169242426,-0.41662495288353507,-0.33452695062194115,-0.3600851865812387,0.8316057293629788,-0.6784771956275903,2,4,0.6811888428194494,2,-0.41662495288353507,4,0.36079683377307675
AMD,2026-02-25 16:15:00+00:00,2026-02-25 17:15:00+00:00,211.60000000000002,212.32999999999998,4.725897920604915,1000.0000000000001,5,3.4299054820414767,0.3429905482041476,,trend_pullback_fixed_bars_exit,False,False,0.05,trend_pullback,2026-02-25 11:00:00-05:00,11:00,morning,2026-02,2026-02-25,BUY,trend_pullback_entry,,,,211.53,213.18266666666665,207.0453,1.5966999999999985,0.008593735363629456,61.4,mid_vol,31.16047723493131,trend,bullish,0.0,211.55,211.60000000000002,0.23635074450484517,0.18703591682419754,1.037579768376267,0.9880756143667213,0.18435358071377278,0.13505103969753235,0.41361380288347904,0.36425708884687535,0.5908768612621129,0.5414782608695646,5,211.53,0.03309223278023051,0.2126654064272158,0.18703591682419754,1.0137051039697456,0.9880756143667213,0.16068052930055526,0.13505103969753235,0.38988657844990005,0.36425708884687535,0.5671077504725843,0.5414782608695646,1.1129489603024525,-0.30718336483933556,2,1,0.9880756143667213,2,0.13505103969753235,3,0.18703591682419754
HON,2026-03-02 14:45:00+00:00,2026-03-02 15:45:00+00:00,243.405,245.95,4.108379039050143,1000.0,5,10.4358246543826,1.04358246543826,,trend_pullback_fixed_bars_exit,False,False,0.05,trend_pullback,2026-03-02 09:30:00-05:00,09:00,open_30m,2026-03,2026-03-02,BUY,trend_pullback_entry,,,,242.09,243.04633333333334,241.9751,0.07230000000001269,0.00257148789332853,47.05882352941177,mid_vol,21.653025271662692,mixed,bullish,0.0,243.355,243.405,0.20340654599248198,0.16028097204248298,1.2101662180764816,1.1668338366097715,0.9656674405703695,0.9223852837862864,0.9492305479649082,0.9059517676300742,0.8526638039078783,0.8094048602124075,5,242.09,0.5431864182741947,0.18282286723772856,0.16028097204248298,1.1893757318050207,1.1668338366097715,0.9449271789815374,0.9223852837862864,0.9284936628253285,0.9059517676300742,0.8319467554076563,0.8094048602124075,1.246893038351717,-0.13352231876912496,2,1,1.1668338366097715,2,0.16028097204248298,1,0.16028097204248298
HON,2026-03-03 16:15:00+00:00,2026-03-03 17:15:00+00:00,244.83,244.89999999999998,4.084466772862802,999.9999999999999,5,0.26591267410015007,0.02659126741001501,,trend_pullback_fixed_bars_exit,False,False,0.05,trend_pullback,2026-03-03 11:00:00-05:00,11:00,morning,2026-03,2026-03-03,BUY,trend_pullback_entry,,,,244.775,245.4633333333333,244.7011,0.11549999999999727,0.004208921066700175,100.0,high_vol,29.38423855582418,trend,bullish,0.0,244.78,244.83,0.028597107606827835,-0.014253400318614239,0.04902361304028293,0.006168933545711752,-0.1429855380341508,-0.18580100477884118,-0.051066263583626106,-0.09390050238943104,0.7271835934308363,0.6841904178409323,5,244.775,0.02246961495251019,0.008168933545718175,-0.014253400318614239,0.028591267410036834,0.006168933545711752,-0.1633786709145144,-0.18580100477884118,-0.07147816852510369,-0.09390050238943104,0.7066127517052606,0.6841904178409323,0.7127394518645493,-0.2899971408732622,5,2,0.6841904178409323,5,-0.18580100477884118,3,-0.18580100477884118
AMD,2026-03-05 14:45:00+00:00,2026-03-05 15:45:00+00:00,200.49,201.14999999999998,4.9877799391490845,1000.0,5,3.2719347598382456,0.32719347598382453,,trend_pullback_fixed_bars_exit,False,False,0.05,trend_pullback,2026-03-05 09:30:00-05:00,09:00,open_30m,2026-03,2026-03-05,BUY,trend_pullback_entry,,,,200.56,201.42366666666666,195.6255,0.771899999999988,0.006487262612527334,25.963488843813387,low_vol,48.58276475150309,trend,bearish,0.0,200.44,200.49,0.66354021153463,0.6114969325153311,1.2023548193973241,1.1501771659434212,0.08481341049691475,0.032914459574044486,0.39163839552983265,0.33966292583170343,0.9379365396128495,0.8858248291685186,5,200.56,-0.03490227363382189,0.6384358322110835,0.6114969325153311,1.1771160656391766,1.1501771659434212,0.05985335926979128,0.032914459574044486,0.36660182552745035,0.33966292583170343,0.9127637288642746,0.8858248291685186,1.601077360466846,-0.4638635343408683,1,4,1.1501771659434212,2,0.032914459574044486,3,0.6114969325153311
AMD,2026-03-05 16:30:00+00:00,2026-03-05 17:30:00+00:00,200.95000000000002,199.42,4.976362279173923,999.9999999999999,5,-7.633834287136324,-0.7633834287136325,,trend_pullback_fixed_bars_exit,False,False,0.05,trend_pullback,2026-03-05 11:15:00-05:00,11:00,morning,2026-03,2026-03-05,BUY,trend_pullback_entry,,,,200.86,201.55666666666667,197.2452,1.0893000000000086,0.007599639561805619,54.0,mid_vol,31.067982368054743,trend,bullish,0.0,200.9,200.95000000000002,0.46291687406670323,0.4110380691714226,0.28870084619212744,0.23686538940032734,0.16923842707815,0.11743269470015322,-0.4878048780487895,-0.5394471261508101,-2.0009955201592886,-2.0522612590196787,5,200.86,0.044807328487505425,0.437919880567303,0.4110380691714226,0.26374720079620434,0.23686538940032734,0.14431450609603982,0.11743269470015322,-0.5125653147549288,-0.5394471261508101,-2.0253794476237976,-2.0522612590196787,0.8459815874595613,-2.0602139835780116,3,5,0.4110380691714226,1,-2.0522612590196787,5,0.4110380691714226
AMD,2026-03-10 18:15:00+00:00,2026-03-10 19:15:00+00:00,204.235,204.29,4.8963204152079705,999.9999999999999,5,0.24929762283625223,0.024929762283625225,,trend_pullback_fixed_bars_exit,False,False,0.05,trend_pullback,2026-03-10 14:00:00-04:00,14:00,afternoon,2026-03,2026-03-10,BUY,trend_pullback_entry,,,,204.02,204.788,199.11860000000001,0.8422999999999945,0.006145009379950032,21.135029354207436,low_vol,36.577257081052615,trend,bullish,0.0,204.185,204.235,-0.031833876141733095,-0.08278928685094797,-0.1885544971471905,-0.23947154013759472,-0.291402404682028,-0.34229426885697195,0.05142395376741179,0.00044816020757707523,-0.24732473002424046,-0.2982273851200944,5,204.02,0.10538182531124565,-0.05630768477489612,-0.08278928685094797,-0.21298993806154787,-0.23947154013759472,-0.3158126667809191,-0.34229426885697195,0.026929762283633262,0.00044816020757707523,-0.27174578304404573,-0.2982273851200944,0.22767889930715837,-0.5018728425588198,1,1,0.00044816020757707523,4,-0.34229426885697195,3,-0.34229426885697195
