horizon_bars,sample_count,avg_gross_return_pct,median_gross_return_pct,gross_win_rate_pct,avg_net_expectancy_pct,median_net_return_pct,net_win_rate_pct,net_profit_factor
1,837,0.002775893772708852,0.017732068445780673,52.80764635603346,-0.05479717564934549,-0.045389892438754485,45.16129032258064,0.6878849894308271
2,837,0.013033530050861821,0.031242406359576435,52.32974910394266,-0.04454075499327694,-0.03570353726648818,47.43130227001195,0.7999608774615627
4,837,0.00046620471053167615,0.010373982053016356,50.418160095579445,-0.05710565313733082,-0.04479976295515371,46.47550776583035,0.8170417156547342
