score_mode,period,bucket,horizon_bars,observation_count,mean_return_pct,median_return_pct,std_return_pct,hit_rate_pct
trend_consistency_20,2026-01,bottom,5,1465,0.049248451782945214,0.005697810901050815,0.8123348000200352,50.170648464163826
trend_consistency_20,2026-01,middle,5,1465,0.03783172115415552,0.03776435045317328,0.9842200462158862,51.94539249146758
trend_consistency_20,2026-01,top,5,1465,-0.019772848993761503,-0.02909514111142375,1.011425694943723,47.57679180887372
trend_consistency_20,2026-01,top_minus_bottom,5,293,-0.06902130077670672,-0.05741442712033917,0.5597405589739879,43.68600682593857
trend_consistency_20,2026-01,bottom,10,1465,0.07819694869941791,0.01922522349322442,1.1319305594032432,50.580204778157004
trend_consistency_20,2026-01,middle,10,1465,0.03387068269103647,0.06194391260276877,1.3679282365422487,53.651877133105806
trend_consistency_20,2026-01,top,10,1465,0.016630972048614526,-0.020789372472784784,1.3789665774102084,49.14675767918089
trend_consistency_20,2026-01,top_minus_bottom,10,293,-0.06156597665080341,-0.0709319085914829,0.7943743304526371,44.7098976109215
trend_consistency_20,2026-01,bottom,20,1465,0.05487882158797535,0.08386555706083598,1.6481354589584585,52.286689419795216
trend_consistency_20,2026-01,middle,20,1465,0.08502889693020095,0.19345972702164982,1.7718362109106514,54.94880546075085
trend_consistency_20,2026-01,top,20,1465,0.11136697164436321,0.0,1.6909774285085084,49.965870307167236
trend_consistency_20,2026-01,top_minus_bottom,20,293,0.056488150056387874,0.050078626325626985,0.9505025984607987,52.55972696245734
trend_consistency_20,2026-02,bottom,5,2460,-0.0011303686462314792,0.003222161240201693,1.2441455338303946,50.081300813008134
trend_consistency_20,2026-02,middle,5,2460,-0.04339474419948241,0.0333190278489881,1.0341609684812432,52.60162601626016
trend_consistency_20,2026-02,top,5,2460,-0.03994566303389386,0.014668336919843039,1.103366550692041,50.9349593495935
trend_consistency_20,2026-02,top_minus_bottom,5,492,-0.03881529438766237,-0.015367985821518326,0.6466604646729003,47.5609756097561
trend_consistency_20,2026-02,bottom,10,2460,-0.003370320928906569,0.029498926089988053,1.8227773736265003,51.09756097560976
trend_consistency_20,2026-02,middle,10,2460,-0.07629299398783046,0.06009582909518585,1.4660711451476187,52.4390243902439
trend_consistency_20,2026-02,top,10,2460,-0.08608280678860097,0.02539876022455978,1.4911455609576953,51.138211382113816
trend_consistency_20,2026-02,top_minus_bottom,10,492,-0.08271248585969436,-0.08587835018487588,0.8316559355643188,45.32520325203252
trend_consistency_20,2026-02,bottom,20,2460,0.045432903585375106,0.08530231574858105,2.630339470085496,51.99186991869919
trend_consistency_20,2026-02,middle,20,2460,-0.25120928060001335,-0.05892220521132585,2.0331217182351264,48.78048780487805
trend_consistency_20,2026-02,top,20,2460,-0.12671327311331793,0.010073023846746132,1.9017924535504755,50.162601626016254
trend_consistency_20,2026-02,top_minus_bottom,20,492,-0.1721461766986931,-0.16262822135446164,1.348488478660298,44.918699186991866
trend_consistency_20,2026-03,bottom,5,2860,-0.027895839023876042,-0.01403282536675543,0.9450337067796454,48.81118881118881
trend_consistency_20,2026-03,middle,5,2860,-0.023701085452100888,-0.017571192118126522,0.9428517233071629,48.28671328671329
trend_consistency_20,2026-03,top,5,2860,0.0052573585426173314,-0.013119672368017143,0.7796599043120656,48.74125874125874
trend_consistency_20,2026-03,top_minus_bottom,5,572,0.03315319756649338,0.03349170412905167,0.6432921300068607,54.37062937062937
trend_consistency_20,2026-03,bottom,10,2860,-0.07077774901741718,-0.045080971567873496,1.3316019045634624,47.7972027972028
trend_consistency_20,2026-03,middle,10,2860,-0.05637104538186268,-0.04175925587650009,1.2971039256174026,48.07692307692308
trend_consistency_20,2026-03,top,10,2860,0.032359137247866106,0.010564521066547261,1.0734080841362865,50.349650349650354
trend_consistency_20,2026-03,top_minus_bottom,10,572,0.10313688626528332,0.08308367923578475,0.9386308978226976,55.59440559440559
trend_consistency_20,2026-03,bottom,20,2860,-0.14643519557297635,-0.19856652185017976,1.9331719685349202,45.34965034965035
trend_consistency_20,2026-03,middle,20,2860,-0.13174306476509692,-0.112002752301682,1.7191524637233795,46.468531468531474
trend_consistency_20,2026-03,top,20,2860,0.07186447765144675,0.12120940612244668,1.541139868701502,53.74125874125875
trend_consistency_20,2026-03,top_minus_bottom,20,572,0.2182996732244231,0.10494622689050093,1.2689409995409555,54.54545454545454
trend_consistency_20,2026-04,bottom,5,1010,0.018413371742192916,-0.022981587479092846,1.085087947470614,48.31683168316832
trend_consistency_20,2026-04,middle,5,1010,0.06473644513846721,0.04541052192860162,1.0298872267469312,53.56435643564357
trend_consistency_20,2026-04,top,5,1010,0.11216962913514937,0.05002004004166505,0.8635970543383781,53.86138613861387
trend_consistency_20,2026-04,top_minus_bottom,5,202,0.09375625739295647,0.05583674142001005,0.6034607454228239,58.91089108910891
trend_consistency_20,2026-04,bottom,10,985,0.03363257931914685,-0.06556947085436526,1.4403767971305328,47.411167512690355
trend_consistency_20,2026-04,middle,10,985,0.12168627808937824,0.0788444087413076,1.3319937167631313,54.72081218274112
trend_consistency_20,2026-04,top,10,985,0.20071459842022568,0.09887005649718006,1.2924351606457558,54.51776649746193
trend_consistency_20,2026-04,top_minus_bottom,10,197,0.16708201910107884,0.16659732556828288,0.9835459828119166,62.944162436548226
trend_consistency_20,2026-04,bottom,20,935,0.060189166384158055,-0.07011281789789381,1.8729480520771813,48.02139037433155
trend_consistency_20,2026-04,middle,20,935,0.3413569419025596,0.24912805181864783,2.0288691301788404,56.36363636363636
trend_consistency_20,2026-04,top,20,935,0.2872622664279918,0.19058168135395182,1.9025261765524677,56.68449197860963
trend_consistency_20,2026-04,top_minus_bottom,20,187,0.22707310004383371,0.42276989402345144,1.2678799933532177,66.31016042780749
