score_mode,bucket,horizon_bars,observation_count,mean_return_pct,median_return_pct,std_return_pct,hit_rate_pct
trend_consistency_20,bottom,5,7795,0.0010498628407459465,-0.005942476824338794,1.0457221902252805,49.403463758819754
trend_consistency_20,middle,5,7795,-0.006892738171012905,0.013882461823233605,0.9923373632746122,51.019884541372676
trend_consistency_20,top,5,7795,0.0001403227734633629,0.0,0.9478083724581695,49.87812700449006
trend_consistency_20,bottom,10,7770,-0.008111805817363765,-0.014716071892051374,1.4873632307286702,49.31788931788932
trend_consistency_20,middle,10,7770,-0.0230914312666389,0.03549790792973795,1.3718909323880928,51.35135135135135
trend_consistency_20,top,10,7770,0.013237024623433891,0.019307080052555214,1.3061681591178789,50.9009009009009
trend_consistency_20,bottom,20,7720,-0.022068053409730292,-0.04218375085555115,2.13040061550703,49.10621761658031
trend_consistency_20,middle,20,7720,-0.07137615554696534,0.0022820171428628022,1.8823688456747303,50.012953367875646
trend_consistency_20,top,20,7720,0.04217106046548447,0.07478677249737054,1.7409800456917865,52.240932642487046
trend_consistency_20,top_minus_bottom,5,1559,-0.0009095400672825671,0.007937456290687539,0.6267238747624002,50.801796023091725
trend_consistency_20,top_minus_bottom,10,1554,0.021348830440797665,0.01743254198369959,0.891492488587139,51.22265122265123
trend_consistency_20,top_minus_bottom,20,1544,0.06423911387521476,0.06210221578382358,1.2537680777775684,52.52590673575129
