exit_style,realized_pnl,total_return_pct,win_rate,profit_factor,max_drawdown_pct,closed_trades,avg_holding_bars
sma,75.45936294577064,0.7545936294575586,67.6056338028169,1.4318738516839804,0.6850650515101144,71,9.591549295774648
eod,-62.64761125345888,-0.6264761125346376,39.285714285714285,0.708365438615196,1.0376164633080922,56,15.553571428571429
