variant,section,exit_style,research_exit_fill,hold_bars,take_profit_pct,signal_count,trade_count,total_pnl,expectancy,win_rate,profit_factor,max_drawdown_pct,avg_realized_return_pct,avg_holding_bars,avg_best_available_return_pct,avg_missed_opportunity_pct,materially_below_best_frac,avg_cost_drag_pct
fixed_20_bar_close_control,baseline,fixed_bars,bar_close,20,0.0,201,50,66.33521376492854,1.3267042752985707,52.0,1.195168867219261,2.2116877871144633,0.13267042752985703,20.0,1.303969315811687,1.1712988882818298,90.0,0.05284726741052534
fixed_20_next_open,baseline,fixed_bars,next_open,20,0.0,201,50,60.920051192577944,1.2184010238515588,50.0,1.1778525601464405,2.2017641617286388,0.12184010238515589,21.0,1.303969315811687,1.182129213426531,92.0,0.05284726741052575
fixed_25_next_open,baseline,fixed_bars,next_open,25,0.0,201,48,38.1584084518106,0.7949668427460542,52.083333333333336,1.1120040003566738,1.964501288156411,0.07949668427460543,26.0,1.2181914862392575,1.138694801964652,81.25,0.053365845082905906
hybrid_tp_1.00pct_hold20_bar_close,hybrid,hybrid_tp_or_time,bar_close,20,1.0,201,54,8.855382908437377,0.16398857237846995,64.81481481481481,1.0323062198124047,1.555725127746581,0.01639885723784697,14.203703703703704,1.303097020937921,1.2866981637000736,79.62962962962963,0.053134407022249225
hybrid_tp_0.50pct_hold20_bar_close,hybrid,hybrid_tp_or_time,bar_close,20,0.5,201,63,1.1782044148003479,0.0187016573777833,74.60317460317461,1.0054800170494729,1.5445870379524698,0.0018701657377783356,9.158730158730158,1.281602155738685,1.2797319900009063,77.77777777777779,0.05409824713329397
fixed_15_next_open,baseline,fixed_bars,next_open,15,0.0,201,52,-21.79924049732665,-0.4192161634101279,48.07692307692308,0.9432682647822348,2.4023765855728723,-0.04192161634101282,16.0,1.3244557393428416,1.366377355683854,92.3076923076923,0.05323693964629409
hybrid_tp_0.75pct_hold20_bar_close,hybrid,hybrid_tp_or_time,bar_close,20,0.75,201,57,-33.301478089190596,-0.5842364577050981,66.66666666666666,0.8798140907112719,1.8254262024756422,-0.05842364577050986,12.350877192982455,1.3069627244665134,1.3653863702370233,78.94736842105263,0.05374323125244609
